method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,wall_time_s
Frontier-Bounded,comm_limited,1,1000,,,,1,0.0,0.191934,5018.695104,35.010526,,original,5.0,0.05,3,,119,68,,0.628252,0.0,0.708866,,0.860947,19.090211,,0.055819,0.303255,0.124,0.0,0.0,19.198538
Frontier-Bounded,comm_limited,3,3000,,,,1,0.0,0.114917,5857.0,38.347368,,original,5.0,0.05,3,,295,293,,0.606856,0.0,0.735972,1350,0.912737,19.566018,,0.055849,0.282182,0.054421,0.0,0.0,19.212143
Frontier-Bounded,comm_limited,2,2000,,,,1,0.0,0.142614,5971.0,37.147368,,original,5.0,0.05,3,,361,358,,0.73061,0.0,0.58773,,0.826211,18.842159,,0.06671,0.337973,0.154211,0.0,0.0,20.130763
Frontier-Bounded,comm_limited,0,0,,,,1,0.0,0.174441,6102.0,35.768421,,original,5.0,0.05,3,,307,265,,0.643569,0.0,0.786663,725,0.938737,18.799996,,0.059228,0.289456,0.045474,0.0,0.0,20.702958
Frontier-Bounded,comm_limited,4,4000,,,,1,0.0,0.194606,5913.0,34.894737,,original,5.0,0.05,3,,202,202,,0.555312,0.0,0.800584,625,0.965158,19.235794,,0.04357,0.248037,0.026632,0.0,0.0,20.732736
Frontier-Bounded,comm_limited,6,6000,,,,1,0.0,0.314626,1837.067456,29.694737,,original,5.0,0.05,3,,29,29,,0.533917,0.0,0.738365,975,0.940632,17.111935,,0.06154,0.237198,0.044105,0.0,0.0,20.358525
Frontier-Bounded,comm_limited,5,5000,,,,1,0.0,0.248056,2587.753093,32.578947,,original,5.0,0.05,3,,188,188,,0.671286,0.0,0.699738,,0.825158,18.726984,,0.050607,0.318304,0.165474,0.0,0.0,21.83633
Frontier-Bounded,comm_limited,7,7000,,,,1,0.0,0.114189,5854.0,38.378947,,original,5.0,0.05,3,,219,219,,0.581084,0.0,0.727686,,0.893895,19.438623,,0.0456,0.265277,0.095158,0.0,0.0,21.820309
Frontier-Bounded,comm_limited,8,8000,,,,1,0.0,0.117833,5869.0,38.221053,,original,5.0,0.05,3,,182,182,,0.571116,0.0,0.762331,550,0.965684,19.220492,,0.045365,0.272279,0.020526,0.0,0.0,20.372817
Frontier-Bounded,comm_limited,10,10000,,,,1,0.0,0.216229,3534.596154,33.957895,,original,5.0,0.05,3,,120,120,,0.555312,0.0,0.763063,1125,0.910211,19.410676,,0.055291,0.276317,0.073053,0.0,0.0,20.656401
Frontier-Bounded,comm_limited,9,9000,,,,1,0.0,0.2138,4605.21762,34.063158,,original,5.0,0.05,3,,231,225,,0.609531,0.0,0.761117,875,0.906105,17.934842,,0.053781,0.290886,0.081053,0.0,0.0,22.673971
Frontier-Bounded,comm_limited,11,11000,,,,1,0.0,0.179057,5785.106181,35.568421,,original,5.0,0.05,3,,121,121,,0.63044,0.0,0.716063,,0.876105,19.684195,,0.048754,0.276639,0.113053,0.0,0.0,21.10857
Frontier-Bounded,comm_limited,12,12000,,,,1,0.0,0.177114,6113.0,35.652632,,original,5.0,0.05,3,,146,140,,0.605154,0.0,0.739803,,0.896,18.739836,,0.050284,0.289154,0.093263,0.0,0.0,20.367693
Frontier-Bounded,comm_limited,13,13000,,,,1,0.0,0.189018,5184.592145,35.136842,,original,5.0,0.05,3,,139,139,,0.467056,0.0,0.760663,650,0.949684,19.40177,,0.039681,0.225525,0.041684,0.0,0.0,19.947656
Frontier-Bounded,comm_limited,15,15000,,,,1,0.0,0.16448,6061.0,36.2,,original,5.0,0.05,3,,122,122,,0.455872,0.0,0.777239,725,0.983474,19.061146,,0.038795,0.218759,0.011474,0.0,0.0,19.273177
Frontier-Bounded,comm_limited,14,14000,,,,1,0.0,0.239796,2999.33655,32.936842,,original,5.0,0.05,3,,364,353,,0.704838,0.0,0.684001,,0.821368,18.14376,,0.064956,0.336976,0.160947,0.0,0.0,21.684982
Frontier-Bounded,comm_limited,16,16000,,,,1,0.0,0.230807,3872.552817,33.326316,,original,5.0,0.05,3,,223,206,,0.645028,0.0,0.742708,,0.860632,18.24614,,0.066941,0.318378,0.120526,0.0,0.0,22.64573
Frontier-Bounded,comm_limited,17,17000,,,,1,0.0,0.174684,5730.977519,35.757895,,original,5.0,0.05,3,,209,171,,0.600778,0.0,0.760851,725,0.907474,18.944029,,0.060231,0.283705,0.077579,0.0,0.0,24.802007
Frontier-Bounded,comm_limited,19,19000,,,,1,0.0,0.146016,5985.0,37.0,,original,5.0,0.05,3,,93,93,,0.590566,0.0,0.776968,675,0.947263,19.585481,,0.045438,0.260354,0.043053,0.0,0.0,25.287115
Frontier-Bounded,comm_limited,18,18000,,,,1,0.0,0.103499,5810.0,38.842105,,original,5.0,0.05,3,,724,515,,0.652808,0.0,0.647395,,0.854,20.002376,,0.04954,0.304529,0.136526,0.0,0.0,30.731242
Frontier-Bounded,comm_limited,20,20000,,,,1,0.0,0.20068,4960.280822,34.631579,,original,5.0,0.05,3,,141,141,,0.715293,0.0,0.672282,,0.805579,20.324032,,0.047279,0.324831,0.185789,0.0,0.0,24.280742
Frontier-Bounded,comm_limited,21,21000,,,,1,0.0,0.154762,6021.0,36.621053,,original,5.0,0.05,3,,228,210,,0.64673,0.0,0.724586,,0.871474,19.346831,,0.056472,0.317142,0.112316,0.0,0.0,21.501549
Frontier-Bounded,comm_limited,22,22000,,,,1,0.0,0.223275,5111.810169,33.652632,,original,5.0,0.05,3,,114,114,,0.54267,0.0,0.763611,975,0.917579,18.828109,,0.047153,0.239777,0.072421,0.0,0.0,29.942697
Frontier-Bounded,comm_limited,23,23000,,,,1,0.0,0.154762,6021.0,36.621053,,original,5.0,0.05,3,,460,403,,0.734987,0.0,0.605172,,0.680632,18.541456,,0.066228,0.356422,0.297684,0.0,0.0,34.35067
Frontier-Bounded,comm_limited,24,24000,,,,1,0.0,0.257046,2695.867788,32.189474,,original,5.0,0.05,3,,51,51,,0.617797,0.0,0.690467,,0.802,18.490717,,0.057586,0.295391,0.184421,0.0,0.0,23.486615
Frontier-Bounded,comm_limited,25,25000,,,,1,0.0,0.136297,5945.0,37.421053,,original,5.0,0.05,3,,18,18,,0.635546,0.0,0.725595,1300,0.925684,19.811463,,0.058301,0.305108,0.056421,0.0,0.0,25.083808
Frontier-Bounded,comm_limited,26,26000,,,,1,0.0,0.173712,6099.0,35.8,,original,5.0,0.05,3,,110,110,,0.602237,0.0,0.741219,775,0.935053,18.88871,,0.050584,0.297141,0.054421,0.0,0.0,30.152318
Frontier-Bounded,comm_limited,27,27000,,,,1,0.0,0.216472,3993.663934,33.947368,,original,5.0,0.05,3,,86,86,,0.590323,0.0,0.795725,550,0.972421,19.519475,,0.043735,0.266032,0.021053,0.0,0.0,24.64842
Frontier-Bounded,comm_limited,28,28000,,,,1,0.0,0.152089,6010.0,36.736842,,original,5.0,0.05,3,,371,306,,0.64284,0.0,0.687954,,0.863684,18.839537,,0.062381,0.305515,0.121579,0.0,0.0,28.959407
Frontier-Bounded,comm_limited,29,29000,,,,1,0.0,0.139699,5959.0,37.273684,,original,5.0,0.05,3,,449,320,,0.665451,0.0,0.802576,550,0.968737,19.484349,,0.050317,0.300075,0.023263,0.0,0.0,28.224097
Frontier-Bounded,comm_limited,30,30000,,,,1,0.0,0.167638,6074.0,36.063158,,original,5.0,0.05,3,,205,194,,0.648432,0.0,0.672045,1350,0.906316,19.673481,,0.055488,0.30829,0.079684,0.0,0.0,19.860987
Frontier-Bounded,comm_limited,31,31000,,,,1,0.0,0.157191,6031.0,36.515789,,original,5.0,0.05,3,,163,163,,0.52249,0.0,0.791185,525,0.944,19.5018,,0.042273,0.261041,0.046421,0.0,0.0,20.344806
Frontier-Bounded,comm_limited,32,32000,,,,1,0.0,0.114674,5856.0,38.357895,,original,5.0,0.05,3,,319,266,,0.7345,0.0,0.64287,,0.812526,19.725629,,0.055528,0.347679,0.174105,0.0,0.0,27.386005
Frontier-Bounded,comm_limited,33,33000,,,,1,0.0,0.276725,2213.478458,31.336842,,original,5.0,0.05,3,,85,85,,0.655239,0.0,0.628287,,0.706105,18.166916,,0.065794,0.300239,0.277053,0.0,0.0,26.512419
Frontier-Bounded,comm_limited,34,34000,,,,1,0.0,0.270408,3452.312691,31.610526,,original,5.0,0.05,3,,37,37,,0.657671,0.0,0.661543,,0.790421,18.666513,,0.071052,0.312915,0.188211,0.0,0.0,24.579764
Frontier-Bounded,comm_limited,35,35000,,,,1,0.0,0.128523,5913.0,37.757895,,original,5.0,0.05,3,,10,10,,0.545101,0.0,0.795475,525,0.982421,19.803601,,0.036689,0.258306,0.012632,0.0,0.0,22.899438
Frontier-Bounded,comm_limited,37,37000,,,,1,0.0,0.099611,5794.0,39.010526,,original,5.0,0.05,3,,47,47,,0.519086,0.0,0.779342,775,0.985579,19.767719,,0.041547,0.243066,0.009158,0.0,0.0,19.831799
Frontier-Bounded,comm_limited,36,36000,,,,1,0.0,0.098639,5790.0,39.052632,,original,5.0,0.05,3,,270,224,,0.621444,0.0,0.741477,1275,0.963263,19.729468,,0.050346,0.286348,0.017579,0.0,0.0,21.742017
Frontier-Bounded,comm_limited,38,38000,,,,1,0.0,0.223761,5154.289116,33.631579,,original,5.0,0.05,3,,135,135,,0.661075,0.0,0.700705,,0.816526,19.008092,,0.056236,0.312371,0.156421,0.0,0.0,19.55386
Frontier-Bounded,comm_limited,39,39000,,,,1,0.0,0.209184,4193.90069,34.263158,,original,5.0,0.05,3,,316,290,,0.668369,0.0,0.692002,,0.805684,18.680149,,0.061224,0.314037,0.179474,0.0,0.0,21.812368
