method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.413804,2894.749202,59.273684,,original,5.0,0.05,6,,371,349,random,0.0,,0.646771,0.0,0.85984,475,0.996632,35.434115,,0.017964,0.197714,0.000105,0.0,0.0,,54.252123
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.27056,2493.0,73.757895,,original,5.0,0.05,6,,478,434,random,0.0,,0.701354,0.0,0.845741,650,0.998421,39.32128,,0.015449,0.234303,0.000316,0.0,0.0,,54.963105
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.304185,2816.0,70.357895,,original,5.0,0.05,6,,981,773,random,0.0,,0.714479,0.0,0.88148,425,0.985684,37.900605,,0.017957,0.262849,0.012947,0.0,0.0,,56.565747
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.344785,3206.0,66.252632,,original,5.0,0.05,6,,1448,935,random,0.0,,0.746875,0.0,0.882778,350,0.996,36.531151,,0.018703,0.246418,0.001263,0.0,0.0,,60.124367
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.333958,3102.0,67.347368,,original,5.0,0.05,6,,687,497,random,0.0,,0.679688,0.0,0.876562,525,0.987263,37.414901,,0.018914,0.233292,0.009263,0.0,0.0,,55.935112
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.346762,3225.0,66.052632,,original,5.0,0.05,6,,794,618,random,0.0,,0.707396,0.0,0.895303,350,0.996421,35.645569,,0.017261,0.238466,0.000421,0.0,0.0,,56.767822
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.353633,3291.0,65.357895,,original,5.0,0.05,6,,1387,782,random,0.0,,0.672188,0.0,0.893972,425,0.997263,38.082766,,0.017227,0.236774,0.002105,0.0,0.0,,62.377521
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.285655,2638.0,72.231579,,original,5.0,0.05,6,,2299,1144,random,0.0,,0.78625,0.0,0.829356,1075,0.991684,37.386125,,0.021074,0.252358,0.003053,0.0,0.0,,69.93332
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.290443,2684.0,71.747368,,original,5.0,0.05,6,,548,436,random,0.0,,0.704688,0.0,0.864447,525,0.998421,38.385105,,0.014471,0.22452,0.0,0.0,0.0,,52.925643
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.34999,3145.436865,65.726316,,original,5.0,0.05,6,,582,514,random,0.0,,0.667917,0.0,0.879566,400,0.991579,38.558164,,0.02037,0.21202,0.005895,0.0,0.0,,53.585725
