method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Coverage-U,comm_limited,3,3000,,,,1,0.0,0.328649,3051.0,67.884211,,original,5.0,0.05,6,,667,566,random,0.0,,0.773646,0.0,0.86748,850,0.993263,35.784661,,0.021914,0.245196,0.001368,0.0,0.0,,33.476594
Coverage-U,comm_limited,0,0,,,,1,0.0,0.374558,3458.028752,63.242105,,original,5.0,0.05,6,,677,634,random,0.0,,0.765938,0.0,0.912867,275,0.986526,35.158961,,0.022619,0.26269,0.006421,0.0,0.0,,33.552792
Coverage-U,comm_limited,1,1000,,,,1,0.0,0.386113,1776.383822,62.073684,,original,5.0,0.05,6,,881,649,random,0.0,,0.7175,0.0,0.857884,575,0.99,35.686786,,0.021114,0.220698,0.002105,0.0,0.0,,34.483911
Coverage-U,comm_limited,2,2000,,,,1,0.0,0.320529,2973.0,68.705263,,original,5.0,0.05,6,,988,746,random,0.0,,0.778542,0.0,0.790748,1250,0.988526,36.199878,,0.020632,0.260863,0.005474,0.0,0.0,,35.326855
Coverage-U,comm_limited,6,6000,,,,1,0.0,0.415574,1657.972992,59.094737,,original,5.0,0.05,6,,787,641,random,0.0,,0.739271,0.0,0.875655,450,0.974526,35.805895,,0.022224,0.227334,0.016211,0.0,0.0,,35.867013
Coverage-U,comm_limited,4,4000,,,,1,0.0,0.291901,2698.0,71.6,,original,5.0,0.05,6,,991,839,random,0.0,,0.746667,0.0,0.871747,400,0.993263,36.115224,,0.017435,0.244549,0.000632,0.0,0.0,,38.511678
Coverage-U,comm_limited,7,7000,,,,1,0.0,0.275765,2543.0,73.231579,,original,5.0,0.05,6,,803,634,random,0.0,,0.739479,0.0,0.900415,375,0.999474,39.621905,,0.014937,0.240759,0.0,0.0,0.0,,37.349904
Coverage-U,comm_limited,5,5000,,,,1,0.0,0.265771,2447.0,74.242105,,original,5.0,0.05,6,,2090,1121,random,0.0,,0.778229,0.0,0.882196,475,0.994105,38.52903,,0.025032,0.235679,0.000421,0.0,0.0,,49.817827
Coverage-U,comm_limited,8,8000,,,,1,0.0,0.384343,3084.716797,62.252632,,original,5.0,0.05,6,,804,597,random,0.0,,0.799167,0.0,0.847169,475,0.912211,36.79775,,0.024038,0.251596,0.080316,0.0,0.0,,36.183819
Coverage-U,comm_limited,9,9000,,,,1,0.0,0.346554,3223.0,66.073684,,original,5.0,0.05,6,,644,515,random,0.0,,0.736667,0.0,0.757682,1275,0.991053,35.571464,,0.020586,0.236275,0.001684,0.0,0.0,,35.676552
Coverage-U,comm_limited,10,10000,,,,1,0.0,0.292734,2706.0,71.515789,,original,5.0,0.05,6,,981,751,random,0.0,,0.753542,0.0,0.835553,650,0.997158,39.863408,,0.013846,0.23876,0.0,0.0,0.0,,36.460955
Coverage-U,comm_limited,11,11000,,,,1,0.0,0.308453,2857.0,69.926316,,original,5.0,0.05,6,,946,552,random,0.0,,0.737708,0.0,0.900118,350,0.987789,36.536563,,0.01718,0.240512,0.006632,0.0,0.0,,40.005179
Coverage-U,comm_limited,12,12000,,,,1,0.0,0.377472,3520.0,62.947368,,original,5.0,0.05,6,,507,426,random,0.0,,0.649167,0.0,0.831628,775,0.974105,31.398842,,0.016912,0.20656,0.020632,0.0,0.0,,34.03802
