method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Coverage-U,comm_limited,1,1000,,,,1,0.0,0.360296,3355.0,64.684211,,original,5.0,0.05,6,,780,638,random,0.0,,0.743333,0.0,0.881726,450,0.984105,34.012326,,0.019797,0.637622,0.012737,0.0,0.0,,68.755547
Coverage-U,comm_limited,0,0,,,,1,0.0,0.305226,2826.0,70.252632,,original,5.0,0.05,6,,1105,790,random,0.0,,0.715313,0.0,0.877345,450,0.994316,35.466684,,0.015449,0.630704,0.0,0.0,0.0,,71.851637
Coverage-U,comm_limited,3,3000,,,,1,0.0,0.346242,3220.0,66.105263,,original,5.0,0.05,6,,469,389,random,0.0,,0.676562,0.0,0.908388,325,0.997474,35.583263,,0.018342,0.601399,0.000211,0.0,0.0,,29.542748
Coverage-U,comm_limited,2,2000,,,,1,0.0,0.251926,2314.0,75.642105,,original,5.0,0.05,6,,584,477,random,0.0,,0.766042,0.0,0.872805,550,0.998,40.925605,,0.019111,0.661531,0.0,0.0,0.0,,30.294602
Coverage-U,comm_limited,5,5000,,,,1,0.0,0.348012,3237.0,65.926316,,original,5.0,0.05,6,,955,707,random,0.0,,0.799896,0.0,0.883716,400,0.995895,36.222286,,0.018529,0.672758,0.0,0.0,0.0,,30.57315
Coverage-U,comm_limited,4,4000,,,,1,0.0,0.368311,3406.774695,63.873684,,original,5.0,0.05,6,,699,563,random,0.0,,0.673542,0.0,0.879826,650,0.999368,35.299908,,0.016068,0.618446,0.0,0.0,0.0,,30.61101
Coverage-U,comm_limited,8,8000,,,,1,0.0,0.356027,2585.171187,65.115789,,original,5.0,0.05,6,,408,350,random,0.0,,0.7725,0.0,0.847431,650,0.990737,39.805789,,0.021744,0.674398,0.001158,0.0,0.0,,36.434969
Coverage-U,comm_limited,6,6000,,,,1,0.0,0.471476,2395.475285,53.442105,,original,5.0,0.05,6,,862,627,random,0.0,,0.754792,0.0,0.890249,375,0.987684,33.568122,,0.027463,0.648271,0.008211,0.0,0.0,,40.118867
Coverage-U,comm_limited,7,7000,,,,1,0.0,0.261503,2406.0,74.673684,,original,5.0,0.05,6,,841,683,random,0.0,,0.725521,0.0,0.901308,300,0.994211,38.846474,,0.015818,0.633419,0.003368,0.0,0.0,,39.610963
Coverage-U,comm_limited,9,9000,,,,1,0.0,0.310015,2872.0,69.768421,,original,5.0,0.05,6,,1272,806,random,0.0,,0.733854,0.0,0.886132,475,0.999474,38.898967,,0.015332,0.627687,0.0,0.0,0.0,,43.594331
Coverage-U,comm_limited,10,10000,,,,1,0.0,0.288882,2669.0,71.905263,,original,5.0,0.05,6,,824,677,random,0.0,,0.691667,0.0,0.879558,550,0.999158,38.68747,,0.013434,0.617029,0.0,0.0,0.0,,37.783279
Coverage-U,comm_limited,11,11000,,,,1,0.0,0.38351,2926.802486,62.336842,,original,5.0,0.05,6,,744,515,random,0.0,,0.734688,0.0,0.897542,275,0.995474,35.214711,,0.020485,0.638494,0.001474,0.0,0.0,,36.09508
Coverage-U,comm_limited,12,12000,,,,1,0.0,0.341453,3174.0,66.589474,,original,5.0,0.05,6,,985,737,random,0.0,,0.783229,0.0,0.834447,450,0.991895,36.005651,,0.021445,0.674905,0.004105,0.0,0.0,,36.550262
Coverage-U,comm_limited,13,13000,,,,1,0.0,0.3528,3283.0,65.442105,,original,5.0,0.05,6,,555,514,random,0.0,,0.693854,0.0,0.861007,425,0.965579,33.71472,,0.021064,0.617858,0.027474,0.0,0.0,,34.241556
Coverage-U,comm_limited,17,17000,,,,1,0.0,0.294503,2723.0,71.336842,,original,5.0,0.05,6,,792,609,random,0.0,,0.781042,0.0,0.839239,825,0.998842,38.435707,,0.018871,0.668928,0.0,0.0,0.0,,41.674884
Coverage-U,comm_limited,15,15000,,,,1,0.0,0.248699,2283.0,75.968421,,original,5.0,0.05,6,,1349,964,random,0.0,,0.821771,0.0,0.875664,600,0.992105,41.483714,,0.020859,0.684468,0.003263,0.0,0.0,,45.222265
Coverage-U,comm_limited,16,16000,,,,1,0.0,0.323652,3003.0,68.389474,,original,5.0,0.05,6,,1422,834,random,0.0,,0.781042,0.0,0.899969,400,0.991368,37.957694,,0.016557,0.664243,0.006105,0.0,0.0,,45.199576
Coverage-U,comm_limited,14,14000,,,,1,0.0,0.281803,2601.0,72.621053,,original,5.0,0.05,6,,1999,812,random,0.0,,0.717812,0.0,0.855771,650,0.999474,37.72976,,0.0137,0.616178,0.0,0.0,0.0,,54.459412
Coverage-U,comm_limited,19,19000,,,,1,0.0,0.393088,2988.414557,61.368421,,original,5.0,0.05,6,,745,527,random,0.0,,0.645625,0.0,0.851827,575,0.989263,31.311211,,0.017316,0.592363,0.007158,0.0,0.0,,34.867421
Coverage-U,comm_limited,20,20000,,,,1,0.0,0.329794,3062.0,67.768421,,original,5.0,0.05,6,,652,508,random,0.0,,0.756042,0.0,0.889556,350,0.989684,37.958553,,0.02168,0.653217,0.003263,0.0,0.0,,35.588861
Coverage-U,comm_limited,18,18000,,,,1,0.0,0.301999,2795.0,70.578947,,original,5.0,0.05,6,,1002,700,random,0.0,,0.749375,0.0,0.915379,300,0.99,36.949595,,0.01685,0.642476,0.006842,0.0,0.0,,37.393229
Coverage-U,comm_limited,21,21000,,,,1,0.0,0.196856,1785.0,81.210526,,original,5.0,0.05,6,,1365,750,random,0.0,,0.799583,0.0,0.835508,600,0.996632,42.02876,,0.014798,0.671667,0.001053,0.0,0.0,,38.67569
Coverage-U,comm_limited,22,22000,,,,1,0.0,0.325942,3025.0,68.157895,,original,5.0,0.05,6,,926,722,random,0.0,,0.750104,0.0,0.879364,425,0.994,37.643701,,0.020219,0.655696,0.001368,0.0,0.0,,31.203374
Coverage-U,comm_limited,24,24000,,,,1,0.0,0.335936,3121.0,67.147368,,original,5.0,0.05,6,,910,678,random,0.0,,0.645833,0.0,0.87374,625,0.994737,36.297747,,0.014918,0.601083,0.001684,0.0,0.0,,33.130432
Coverage-U,comm_limited,23,23000,,,,1,0.0,0.316157,2931.0,69.147368,,original,5.0,0.05,6,,1099,737,random,0.0,,0.776458,0.0,0.862632,875,0.992421,36.786655,,0.021113,0.658401,0.002105,0.0,0.0,,33.563405
Coverage-U,comm_limited,25,25000,,,,1,0.0,0.272226,2509.0,73.589474,,original,5.0,0.05,6,,632,487,random,0.0,,0.749479,0.0,0.865618,650,0.976421,39.481615,,0.020019,0.64313,0.017053,0.0,0.0,,31.946369
Coverage-U,comm_limited,28,28000,,,,1,0.0,0.459296,1511.842337,54.673684,,original,5.0,0.05,6,,391,322,random,0.0,,0.779167,0.0,0.802182,1525,0.942842,31.825618,,0.031231,0.666078,0.044316,0.0,0.0,,34.399772
