method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.282011,2603.0,72.6,,original,5.0,0.05,6,,293,286,random,0.0,,0.658229,0.0,0.896311,425,1.0,38.391036,,0.012104,0.601888,0.0,0.0,0.0,,96.679694
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.252967,2324.0,75.536842,,original,5.0,0.05,6,,870,645,random,0.0,,0.745417,0.0,0.886469,375,0.994316,41.218724,,0.015272,0.657469,0.000316,0.0,0.0,,102.0993
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.267645,2465.0,74.052632,,original,5.0,0.05,6,,782,741,random,0.0,,0.692813,0.0,0.912956,350,0.997895,41.954674,,0.01629,0.63129,0.0,0.0,0.0,,50.334501
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.352384,3279.0,65.484211,,original,5.0,0.05,6,,775,633,random,0.0,,0.696979,0.0,0.919169,275,0.997053,37.774253,,0.01758,0.631273,0.000105,0.0,0.0,,51.250604
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.311264,2884.0,69.642105,,original,5.0,0.05,6,,1113,799,random,0.0,,0.73125,0.0,0.885403,400,0.998947,37.012704,,0.015669,0.658914,0.000316,0.0,0.0,,52.739507
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.3274,3039.0,68.010526,,original,5.0,0.05,6,,1110,839,random,0.0,,0.695,0.0,0.830414,650,0.999053,36.303905,,0.015057,0.614607,0.000947,0.0,0.0,,53.484937
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.331772,3081.0,67.568421,,original,5.0,0.05,6,,732,622,random,0.0,,0.679792,0.0,0.869645,500,0.990737,37.067273,,0.02067,0.62383,0.003684,0.0,0.0,,51.257147
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.384551,3588.0,62.231579,,original,5.0,0.05,6,,341,301,random,0.0,,0.747917,0.0,0.868218,525,0.945789,37.580342,,0.021863,0.666421,0.050842,0.0,0.0,,50.717993
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.308141,2854.0,69.957895,,original,5.0,0.05,6,,648,572,random,0.0,,0.754896,0.0,0.802947,800,0.993895,38.200211,,0.018851,0.647288,0.002211,0.0,0.0,,50.752362
Richness-Angular,comm_limited,9,9000,,,,1,0.0,0.26015,2393.0,74.810526,,original,5.0,0.05,6,,943,728,random,0.0,,0.774479,0.0,0.893947,300,0.998211,39.339641,,0.017669,0.666828,0.0,0.0,0.0,,54.503687
Richness-Angular,comm_limited,12,12000,,,,1,0.0,0.331355,3077.0,67.610526,,original,5.0,0.05,6,,626,515,random,0.0,,0.744375,0.0,0.911322,275,0.994526,38.505352,,0.021902,0.657741,0.003053,0.0,0.0,,54.344263
Richness-Angular,comm_limited,13,13000,,,,1,0.0,0.438788,1955.291812,56.747368,,original,5.0,0.05,6,,503,410,random,0.0,,0.656979,0.0,0.863679,650,0.979158,32.950016,,0.021901,0.605607,0.013263,0.0,0.0,,54.405111
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.341766,3177.0,66.557895,,original,5.0,0.05,6,,1444,879,random,0.0,,0.77125,0.0,0.848879,400,0.943053,37.490766,,0.019986,0.645264,0.044526,0.0,0.0,,64.458515
Richness-Angular,comm_limited,11,11000,,,,1,0.0,0.316052,2930.0,69.157895,,original,5.0,0.05,6,,1749,1087,random,0.0,,0.746979,0.0,0.89133,350,0.994632,36.477375,,0.02,0.647835,0.002632,0.0,0.0,,65.669583
Richness-Angular,comm_limited,14,14000,,,,1,0.0,0.355299,3307.0,65.189474,,original,5.0,0.05,6,,528,472,random,0.0,,0.705104,0.0,0.901779,375,0.996316,37.938549,,0.014565,0.630736,0.0,0.0,0.0,,53.715596
Richness-Angular,comm_limited,15,15000,,,,1,0.0,0.320425,2972.0,68.715789,,original,5.0,0.05,6,,566,445,random,0.0,,0.715,0.0,0.904886,350,0.999684,36.908145,,0.014946,0.647714,0.0,0.0,0.0,,57.485982
Richness-Angular,comm_limited,16,16000,,,,1,0.0,0.308141,2854.0,69.957895,,original,5.0,0.05,6,,947,686,random,0.0,,0.718333,0.0,0.914269,250,0.999474,38.880671,,0.014878,0.625478,0.000105,0.0,0.0,,59.417813
Richness-Angular,comm_limited,17,17000,,,,1,0.0,0.259005,2382.0,74.926316,,original,5.0,0.05,6,,1454,965,random,0.0,,0.748021,0.0,0.840283,1200,0.994316,39.151368,,0.018559,0.655029,0.001789,0.0,0.0,,63.220396
Richness-Angular,comm_limited,18,18000,,,,1,0.0,0.339163,3152.0,66.821053,,original,5.0,0.05,6,,1002,723,random,0.0,,0.734792,0.0,0.837904,725,0.948316,37.007836,,0.020223,0.657005,0.046,0.0,0.0,,58.416676
Richness-Angular,comm_limited,19,19000,,,,1,0.0,0.336456,3126.0,67.094737,,original,5.0,0.05,6,,794,693,random,0.0,,0.779167,0.0,0.864579,350,0.983368,38.441421,,0.028189,0.66796,0.008526,0.0,0.0,,56.758068
Richness-Angular,comm_limited,20,20000,,,,1,0.0,0.38528,2505.229229,62.157895,,original,5.0,0.05,6,,761,623,random,0.0,,0.7275,0.0,0.881627,450,0.991263,35.631891,,0.018566,0.651705,0.004947,0.0,0.0,,57.105634
Richness-Angular,comm_limited,21,21000,,,,1,0.0,0.320529,2973.0,68.705263,,original,5.0,0.05,6,,1445,988,random,0.0,,0.721458,0.0,0.819271,925,0.990526,35.72374,,0.021496,0.643641,0.006105,0.0,0.0,,61.018327
Richness-Angular,comm_limited,22,22000,,,,1,0.0,0.315011,2920.0,69.263158,,original,5.0,0.05,6,,846,703,random,0.0,,0.753437,0.0,0.873008,750,0.994526,40.385612,,0.017403,0.65624,0.001263,0.0,0.0,,58.656082
Richness-Angular,comm_limited,23,23000,,,,1,0.0,0.272434,2511.0,73.568421,,original,5.0,0.05,6,,997,697,random,0.0,,0.709792,0.0,0.868954,575,0.993684,39.008438,,0.02055,0.634219,0.002947,0.0,0.0,,60.662008
Richness-Angular,comm_limited,24,24000,,,,1,0.0,0.304601,2820.0,70.315789,,original,5.0,0.05,6,,1101,827,random,0.0,,0.778229,0.0,0.862406,375,0.958947,38.739987,,0.020891,0.68417,0.036842,0.0,0.0,,59.827868
Richness-Angular,comm_limited,25,25000,,,,1,0.0,0.290652,2686.0,71.726316,,original,5.0,0.05,6,,982,701,random,0.0,,0.722708,0.0,0.867645,450,0.977474,37.770684,,0.016979,0.642824,0.019895,0.0,0.0,,55.903556
Richness-Angular,comm_limited,26,26000,,,,1,0.0,0.335936,3121.0,67.147368,,original,5.0,0.05,6,,411,402,random,0.0,,0.707083,0.0,0.862524,825,0.998211,37.57147,,0.016712,0.641991,0.000211,0.0,0.0,,41.113318
Richness-Angular,comm_limited,27,27000,,,,1,0.0,0.302103,2796.0,70.568421,,original,5.0,0.05,6,,1217,837,random,0.0,,0.75875,0.0,0.895512,375,0.999053,38.492553,,0.015686,0.649099,0.0,0.0,0.0,,46.273356
Richness-Angular,comm_limited,28,28000,,,,1,0.0,0.275869,2544.0,73.221053,,original,5.0,0.05,6,,703,636,random,0.0,,0.703438,0.0,0.905447,425,1.0,40.529967,,0.012227,0.643627,0.0,0.0,0.0,,43.410948
Richness-Angular,comm_limited,29,29000,,,,1,0.0,0.347908,2939.434631,65.936842,,original,5.0,0.05,6,,912,774,random,0.0,,0.774479,0.0,0.891787,400,0.983895,37.633336,,0.023591,0.671379,0.011895,0.0,0.0,,44.233328
Richness-Angular,comm_limited,30,30000,,,,1,0.0,0.334687,2990.844079,67.273684,,original,5.0,0.05,6,,954,773,random,0.0,,0.744687,0.0,0.86041,575,0.999579,38.415247,,0.014959,0.658387,0.0,0.0,0.0,,44.164235
Richness-Angular,comm_limited,31,31000,,,,1,0.0,0.207474,1887.0,80.136842,,original,5.0,0.05,6,,694,652,random,0.0,,0.725,0.0,0.904568,325,0.999474,41.709878,,0.014194,0.650192,0.0,0.0,0.0,,44.240309
Richness-Angular,comm_limited,32,32000,,,,1,0.0,0.363106,2606.25555,64.4,,original,5.0,0.05,6,,1026,725,random,0.0,,0.696562,0.0,0.87771,450,0.998,37.058908,,0.016411,0.607749,0.0,0.0,0.0,,46.426541
Richness-Angular,comm_limited,33,33000,,,,1,0.0,0.279825,2582.0,72.821053,,original,5.0,0.05,6,,554,518,random,0.0,,0.651875,0.0,0.908729,325,0.999579,38.936809,,0.01466,0.608869,0.0,0.0,0.0,,43.446674
Richness-Angular,comm_limited,34,34000,,,,1,0.0,0.23933,2193.0,76.915789,,original,5.0,0.05,6,,1259,881,random,0.0,,0.792708,0.0,0.831762,1000,0.996421,41.446398,,0.019115,0.677545,0.001474,0.0,0.0,,44.948668
