step,ambiguous_frac
0,0.00000000
1,0.02915789
2,0.02600000
3,0.02000000
4,0.01842105
5,0.01757895
6,0.01726316
7,0.01778947
8,0.01736842
9,0.01789474
10,0.01800000
11,0.01831579
12,0.01915789
13,0.01936842
14,0.02000000
15,0.02010526
16,0.01978947
17,0.01968421
18,0.01947368
19,0.01978947
20,0.02000000
21,0.02042105
22,0.02126316
23,0.02189474
24,0.02200000
25,0.02252632
26,0.02221053
27,0.02168421
28,0.02315789
29,0.02368421
30,0.02305263
31,0.02473684
32,0.02442105
33,0.02578947
34,0.02568421
35,0.02589474
36,0.02684211
37,0.02684211
38,0.02694737
39,0.02821053
40,0.02863158
41,0.02863158
42,0.02926316
43,0.03000000
44,0.03073684
45,0.03021053
46,0.03084211
47,0.03178947
48,0.03189474
49,0.03284211
50,0.03326316
51,0.03326316
52,0.03452632
53,0.03494737
54,0.03484211
55,0.03568421
56,0.03589474
57,0.03547368
58,0.03736842
59,0.03694737
60,0.03842105
61,0.03852632
62,0.03926316
63,0.03936842
64,0.03884211
65,0.04084211
66,0.04115789
67,0.04084211
68,0.04147368
69,0.04094737
70,0.04200000
71,0.04242105
72,0.04336842
73,0.04368421
74,0.04378947
75,0.04557895
76,0.04452632
77,0.04600000
78,0.04652632
79,0.04694737
80,0.04768421
81,0.04768421
82,0.04589474
83,0.04726316
84,0.04800000
85,0.04673684
86,0.04694737
87,0.04568421
88,0.04684211
89,0.04663158
90,0.04557895
91,0.04631579
92,0.04642105
93,0.04757895
94,0.04673684
95,0.04768421
96,0.04768421
97,0.04757895
98,0.04831579
99,0.04884211
100,0.04831579
101,0.04915789
102,0.04842105
103,0.04936842
104,0.04884211
105,0.05000000
106,0.05010526
107,0.05073684
108,0.05063158
109,0.05157895
110,0.05252632
111,0.05326316
112,0.05221053
113,0.05294737
114,0.05315789
115,0.05357895
116,0.05421053
117,0.05347368
118,0.05452632
119,0.05421053
120,0.05526316
121,0.05536842
122,0.05673684
123,0.05726316
124,0.05821053
125,0.05789474
126,0.05915789
127,0.05842105
128,0.05852632
129,0.05873684
130,0.05894737
131,0.05789474
132,0.05905263
133,0.05810526
134,0.05915789
135,0.05873684
136,0.05915789
137,0.05831579
138,0.05778947
139,0.05778947
140,0.05726316
141,0.05757895
142,0.05800000
143,0.05778947
144,0.05726316
145,0.05810526
146,0.05789474
147,0.05852632
148,0.05894737
149,0.05757895
150,0.05873684
151,0.05894737
152,0.05873684
153,0.05800000
154,0.05800000
155,0.05652632
156,0.05684211
157,0.05600000
158,0.05673684
159,0.05684211
160,0.05610526
161,0.05663158
162,0.05663158
163,0.05726316
164,0.05747368
165,0.05705263
166,0.05736842
167,0.05800000
168,0.05873684
169,0.05989474
170,0.05884211
171,0.05821053
172,0.05768421
173,0.05894737
174,0.05936842
175,0.05915789
176,0.05947368
177,0.05863158
178,0.05915789
179,0.05989474
180,0.06000000
181,0.05968421
182,0.05968421
183,0.05978947
184,0.06094737
185,0.06084211
186,0.06084211
187,0.06094737
188,0.06136842
189,0.06105263
190,0.06157895
191,0.06305263
192,0.06389474
193,0.06431579
194,0.06326316
195,0.06347368
196,0.06431579
197,0.06326316
198,0.06421053
199,0.06484211
200,0.06410526
201,0.06515789
202,0.06505263
203,0.06536842
204,0.06505263
205,0.06389474
206,0.06368421
207,0.06252632
208,0.06326316
209,0.06263158
210,0.06263158
211,0.06231579
212,0.06136842
213,0.06105263
214,0.06263158
215,0.06326316
216,0.06473684
217,0.06378947
218,0.06421053
219,0.06452632
220,0.06357895
221,0.06263158
222,0.06221053
223,0.06263158
224,0.06368421
225,0.06378947
226,0.06431579
227,0.06326316
228,0.06284211
229,0.06357895
230,0.06473684
231,0.06536842
232,0.06515789
233,0.06421053
234,0.06368421
235,0.06568421
236,0.06578947
237,0.06421053
238,0.06494737
239,0.06568421
240,0.06484211
241,0.06378947
242,0.06136842
243,0.06042105
244,0.06073684
245,0.06136842
246,0.06147368
247,0.06147368
248,0.06052632
249,0.06063158
250,0.06052632
251,0.06094737
252,0.05978947
253,0.05884211
254,0.05873684
255,0.06000000
256,0.06052632
257,0.06084211
258,0.05978947
259,0.05884211
260,0.05831579
261,0.05736842
262,0.05810526
263,0.05842105
264,0.05821053
265,0.05831579
266,0.05852632
267,0.05800000
268,0.05884211
269,0.05863158
270,0.05915789
271,0.05957895
272,0.05989474
273,0.05968421
274,0.06031579
275,0.06031579
276,0.05989474
277,0.06042105
278,0.06031579
279,0.06052632
280,0.06073684
281,0.06031579
282,0.06115789
283,0.06105263
284,0.06157895
285,0.06157895
286,0.06168421
287,0.06189474
288,0.06136842
289,0.06200000
290,0.06242105
291,0.06231579
292,0.06305263
293,0.06315789
294,0.06347368
295,0.06389474
296,0.06410526
297,0.06347368
298,0.06305263
299,0.06326316
300,0.06357895
301,0.06315789
302,0.06410526
303,0.06315789
304,0.06336842
305,0.06315789
306,0.06368421
307,0.06378947
308,0.06389474
309,0.06400000
310,0.06357895
311,0.06263158
312,0.06389474
313,0.06389474
314,0.06305263
315,0.06389474
316,0.06368421
317,0.06400000
318,0.06326316
319,0.06368421
320,0.06294737
321,0.06326316
322,0.06315789
323,0.06252632
324,0.06210526
325,0.06168421
326,0.06126316
327,0.06042105
328,0.06042105
329,0.06063158
330,0.05989474
331,0.06042105
332,0.06021053
333,0.05968421
334,0.05884211
335,0.05789474
336,0.05789474
337,0.05778947
338,0.05757895
339,0.05757895
340,0.05757895
341,0.05757895
342,0.05757895
343,0.05757895
344,0.05757895
345,0.05736842
346,0.05747368
347,0.05778947
348,0.05778947
349,0.05705263
350,0.05736842
351,0.05768421
352,0.05736842
353,0.05652632
354,0.05663158
355,0.05726316
356,0.05789474
357,0.05831579
358,0.05842105
359,0.05873684
360,0.05884211
361,0.05884211
362,0.05884211
363,0.05884211
364,0.05894737
365,0.05894737
366,0.05894737
367,0.05894737
368,0.05905263
369,0.05915789
370,0.05915789
371,0.05915789
372,0.05978947
373,0.06094737
374,0.06189474
375,0.06305263
376,0.06336842
377,0.06336842
378,0.06189474
379,0.06210526
380,0.06126316
381,0.06000000
382,0.05957895
383,0.05936842
384,0.05863158
385,0.05842105
386,0.05789474
387,0.05715789
388,0.05652632
389,0.05589474
390,0.05547368
391,0.05515789
392,0.05494737
393,0.05431579
394,0.05378947
395,0.05410526
396,0.05452632
397,0.05442105
398,0.05410526
399,0.05357895
400,0.05305263
401,0.05263158
402,0.05315789
403,0.05389474
404,0.05378947
405,0.05442105
406,0.05378947
407,0.05284211
408,0.05242105
409,0.05221053
410,0.05200000
411,0.05294737
412,0.05378947
413,0.05463158
414,0.05389474
415,0.05421053
416,0.05336842
417,0.05263158
418,0.05263158
419,0.05305263
420,0.05305263
421,0.05284211
422,0.05284211
423,0.05284211
424,0.05273684
425,0.05294737
426,0.05315789
427,0.05284211
428,0.05378947
429,0.05357895
430,0.05400000
431,0.05421053
432,0.05463158
433,0.05347368
434,0.05357895
435,0.05368421
436,0.05294737
437,0.05347368
438,0.05326316
439,0.05231579
440,0.05178947
441,0.05157895
442,0.05115789
443,0.05094737
444,0.05094737
445,0.05094737
446,0.05094737
447,0.05094737
448,0.05094737
449,0.05073684
450,0.05073684
451,0.05073684
452,0.05073684
453,0.05073684
454,0.05073684
455,0.05073684
456,0.05073684
457,0.05073684
458,0.05073684
459,0.05073684
460,0.05073684
461,0.05073684
462,0.05052632
463,0.05073684
464,0.05084211
465,0.05105263
466,0.05105263
467,0.05094737
468,0.05084211
469,0.04978947
470,0.05000000
471,0.05042105
472,0.05126316
473,0.05168421
474,0.05189474
475,0.05221053
476,0.05221053
477,0.05221053
478,0.05221053
479,0.05221053
480,0.05231579
481,0.05231579
482,0.05231579
483,0.05157895
484,0.05178947
485,0.05126316
486,0.05052632
487,0.05115789
488,0.05136842
489,0.05136842
490,0.05084211
491,0.05094737
492,0.05147368
493,0.05094737
494,0.04989474
495,0.04989474
496,0.04894737
497,0.04873684
498,0.04894737
499,0.04905263
500,0.04915789
501,0.04915789
502,0.04926316
503,0.04936842
504,0.04936842
505,0.04947368
506,0.04936842
507,0.04947368
508,0.04947368
509,0.04957895
510,0.04957895
511,0.04978947
512,0.05021053
513,0.04978947
514,0.04884211
515,0.04852632
516,0.04821053
517,0.04726316
518,0.04736842
519,0.04747368
520,0.04726316
521,0.04705263
522,0.04652632
523,0.04673684
524,0.04663158
525,0.04663158
526,0.04631579
527,0.04631579
528,0.04631579
529,0.04631579
530,0.04631579
531,0.04631579
532,0.04631579
533,0.04631579
534,0.04631579
535,0.04631579
536,0.04631579
537,0.04631579
538,0.04631579
539,0.04631579
540,0.04631579
541,0.04631579
542,0.04631579
543,0.04631579
544,0.04631579
545,0.04631579
546,0.04631579
547,0.04631579
548,0.04631579
549,0.04631579
550,0.04631579
551,0.04610526
552,0.04621053
553,0.04621053
554,0.04631579
555,0.04631579
556,0.04642105
557,0.04589474
558,0.04589474
559,0.04589474
560,0.04557895
561,0.04526316
562,0.04494737
563,0.04494737
564,0.04494737
565,0.04463158
566,0.04463158
567,0.04463158
568,0.04463158
569,0.04389474
570,0.04336842
571,0.04315789
