method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,wall_time_s
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.410288,2070.069227,59.610526,,original,5.0,0.05,3,2.5,113,113,,0.752604,0.0,0.871422,1025,0.962737,34.256319,,0.02551,0.38274,0.033579,0.0,0.0,118.936093
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.31209,2894.0,69.536842,,original,5.0,0.05,3,2.5,101,101,,0.754062,0.0,0.870137,1150,0.996211,39.072462,,0.014287,0.39676,0.000211,0.0,0.0,119.948884
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.250026,2298.0,75.810526,,original,5.0,0.05,3,2.5,141,141,,0.769479,0.0,0.886825,800,0.998526,41.380186,,0.016184,0.38653,0.0,0.0,0.0,124.710483
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.375299,1868.055805,63.147368,,original,5.0,0.05,3,2.5,424,424,,0.786146,0.0,0.864906,800,0.980947,35.646914,,0.026411,0.409911,0.013789,0.0,0.0,131.46037
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.380194,2158.670543,62.652632,,original,5.0,0.05,3,2.5,84,84,,0.71375,0.0,0.902623,650,0.994211,35.740222,,0.01694,0.347564,0.002632,0.0,0.0,96.577228
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.418515,2220.804598,58.778947,,original,5.0,0.05,3,2.5,247,247,,0.739375,0.0,0.851064,1175,0.949684,33.497104,,0.024355,0.367741,0.043263,0.0,0.0,103.491624
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.386546,1745.81748,62.010526,,original,5.0,0.05,3,2.5,205,205,,0.734167,0.0,0.878506,1075,0.989474,33.988645,,0.022016,0.382241,0.001368,0.0,0.0,106.194599
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.314069,2913.0,69.336842,,original,5.0,0.05,3,2.5,388,387,,0.779271,0.0,0.71764,1675,0.980316,32.909944,,0.022682,0.400117,0.011474,0.0,0.0,116.362906
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.368635,2112.003376,63.821053,,original,5.0,0.05,3,2.5,341,341,,0.753437,0.0,0.886946,625,0.982947,35.09977,,0.019689,0.390242,0.011368,0.0,0.0,120.846716
Richness-Angular,comm_limited,9,9000,,,,1,0.0,0.450276,1769.444583,55.568421,,original,5.0,0.05,3,2.5,49,49,,0.667813,0.0,0.852542,1375,0.986632,33.589753,,0.019241,0.335373,0.011368,0.0,0.0,113.731907
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.396751,2766.337963,60.978947,,original,5.0,0.05,3,2.5,54,54,,0.734896,0.0,0.857613,1325,0.996105,35.954763,,0.017054,0.378821,0.0,0.0,0.0,117.983949
Richness-Angular,comm_limited,11,11000,,,,1,0.0,0.302197,2799.0,70.536842,,original,5.0,0.05,3,2.5,176,162,,0.707812,0.0,0.893573,750,0.999789,39.29897,,0.014728,0.378068,0.0,0.0,0.0,116.567906
Richness-Angular,comm_limited,13,13000,,,,1,0.0,0.426533,3117.487256,57.968421,,original,5.0,0.05,3,2.5,176,171,,0.772813,0.0,0.867113,1350,0.994316,36.51952,,0.019671,0.400538,0.0,0.0,0.0,121.490175
Richness-Angular,comm_limited,12,12000,,,,1,0.0,0.396334,2975.878723,61.021053,,original,5.0,0.05,3,2.5,77,77,,0.780833,0.0,0.889775,650,0.986421,38.970563,,0.020854,0.391113,0.006211,0.0,0.0,123.160726
