method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,wall_time_s
Deploy-U,comm_limited,0,0,2455,2663,3360,0,100.0,0.581018,0.0,100.0,,original,5.0,0.05,6,,5836,1810,,0.829187,0.0,0.957028,425,1.0,67.428851,2475,0.006575,0.427956,0.0,0.044115,0.011955,101.659106
Deploy-U,comm_limited,1,1000,2193,2364,2687,0,100.0,0.488257,0.0,100.0,,original,5.0,0.05,6,,3964,2020,,0.827837,0.0,0.943059,425,1.0,62.567757,2200,0.007231,0.422745,0.0,0.050383,0.011046,69.382377
Deploy-U,comm_limited,2,2000,2528,2802,3019,0,100.0,0.531281,0.0,100.0,,original,5.0,0.05,6,,5557,1868,,0.845079,0.0,0.949659,325,1.0,61.476758,2550,0.007008,0.436424,0.0,0.052167,0.00918,94.933315
Deploy-U,comm_limited,3,3000,3101,3365,3650,0,100.0,0.614385,0.0,100.0,,original,5.0,0.05,6,,4199,2023,,0.866748,0.0,0.96089,375,1.0,68.808757,3100,0.006357,0.442634,0.0,0.052091,0.00743,96.24365
Deploy-U,comm_limited,4,4000,2622,2855,3073,0,100.0,0.521796,0.0,100.0,,original,5.0,0.05,6,,3044,1795,,0.822155,0.0,0.935041,325,1.0,60.276979,2625,0.007026,0.436299,0.0,0.060876,0.009919,72.916517
Deploy-U,comm_limited,5,5000,2194,2331,2709,0,100.0,0.458504,0.0,100.0,,original,5.0,0.05,6,,6097,2190,,0.829399,0.0,0.918339,600,1.0,61.072791,2200,0.007481,0.427802,0.0,0.069848,0.008382,85.462248
Deploy-U,comm_limited,6,6000,2212,2451,2792,0,100.0,0.491544,0.0,100.0,,original,5.0,0.05,6,,3989,2026,,0.82557,0.0,0.937644,350,1.0,63.826294,2225,0.007287,0.427176,0.0,0.046793,0.012367,69.778955
Deploy-U,comm_limited,7,7000,2164,2305,2624,0,100.0,0.483752,0.0,100.0,,original,5.0,0.05,6,,4055,1590,,0.80349,0.0,0.950307,400,1.0,63.272246,2175,0.00732,0.415018,0.0,0.05387,0.012992,77.809798
Deploy-U,comm_limited,8,8000,2425,2730,2970,0,100.0,0.540397,0.0,100.0,,original,5.0,0.05,6,,2710,1864,,0.820025,0.0,0.94536,400,1.0,64.131582,2425,0.006857,0.424815,0.0,0.057636,0.011227,69.863682
Deploy-U,comm_limited,9,9000,2563,2717,2938,0,100.0,0.54955,0.0,100.0,,original,5.0,0.05,6,,3551,1931,,0.825839,0.0,0.913647,425,1.0,61.694659,2575,0.006813,0.432001,0.0,0.057721,0.01034,78.35094
