method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Coverage-U,comm_limited,1,1000,,,,1,0.0,0.296053,2740.0,71.157895,,original,5.0,0.05,3,,345,345,random,0.0,,0.780937,0.0,0.854076,1250,0.994632,37.973064,,0.017333,0.677229,0.000105,0.0,0.0,,63.483194
Coverage-U,comm_limited,0,0,,,,1,0.0,0.280641,2592.0,72.715789,,original,5.0,0.05,3,,328,328,random,0.0,,0.813542,0.0,0.899068,800,0.985579,40.815028,,0.020038,0.691336,0.010316,0.0,0.0,,64.927762
Coverage-U,comm_limited,4,4000,,,,1,0.0,0.333125,2321.168977,67.410526,,original,5.0,0.05,3,,200,200,random,0.0,,0.825208,0.0,0.888036,1125,0.993263,38.490956,,0.017918,0.694845,0.0,0.0,0.0,,70.879431
Coverage-U,comm_limited,2,2000,,,,1,0.0,0.435385,1451.76168,57.073684,,original,5.0,0.05,3,,162,162,random,0.0,,0.785208,0.0,0.878137,1150,0.994,35.461153,,0.023983,0.677944,0.000316,0.0,0.0,,71.408127
Coverage-U,comm_limited,3,3000,,,,1,0.0,0.37884,1988.562257,62.789474,,original,5.0,0.05,3,,326,326,random,0.0,,0.807292,0.0,0.82588,2075,0.986211,33.240385,,0.02783,0.695818,0.004105,0.0,0.0,,72.444915
Coverage-U,comm_limited,5,5000,,,,1,0.0,0.189628,1718.0,81.915789,,original,5.0,0.05,3,,725,651,random,0.0,,0.812396,0.0,0.828162,1600,0.991263,40.640867,,0.013249,0.686589,0.006632,0.0,0.0,,76.761216
Coverage-U,comm_limited,6,6000,,,,1,0.0,0.295012,2730.0,71.263158,,original,5.0,0.05,3,,155,155,random,0.0,,0.803125,0.0,0.887671,675,0.997789,40.286008,,0.019213,0.689389,0.000105,0.0,0.0,,70.850344
Coverage-U,comm_limited,7,7000,,,,1,0.0,0.336457,3128.0,67.073684,,original,5.0,0.05,3,,317,317,random,0.0,,0.739375,0.0,0.843386,1100,0.992947,36.838676,,0.020806,0.650385,0.001895,0.0,0.0,,71.399426
Coverage-U,comm_limited,8,8000,,,,1,0.0,0.311673,2890.0,69.578947,,original,5.0,0.05,3,,317,317,random,0.0,,0.848646,0.0,0.87803,825,0.990316,37.696548,,0.022122,0.711796,0.004842,0.0,0.0,,72.427055
Coverage-U,comm_limited,9,9000,,,,1,0.0,0.238259,2185.0,77.0,,original,5.0,0.05,3,,508,481,random,0.0,,0.795417,0.0,0.861305,850,0.983053,38.129477,,0.02006,0.675604,0.010737,0.0,0.0,,73.926733
