method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Coverage-U,comm_limited,3,3000,,,,1,0.0,0.436322,1266.051571,56.978947,,original,5.0,0.05,3,,284,284,random,0.0,,0.798333,0.0,0.846015,1100,0.988105,32.495599,,0.028467,0.251515,0.001684,0.0,0.0,,31.961212
Coverage-U,comm_limited,2,2000,,,,1,0.0,0.32417,3010.0,68.315789,,original,5.0,0.05,3,,374,374,random,0.0,,0.763646,0.0,0.844573,925,0.983789,35.520334,,0.019857,0.24915,0.009684,0.0,0.0,,32.357614
Coverage-U,comm_limited,0,0,,,,1,0.0,0.250443,2302.0,75.768421,,original,5.0,0.05,3,,680,680,random,0.0,,0.808542,0.0,0.881171,700,0.994421,37.85661,,0.017654,0.278636,0.003684,0.0,0.0,,32.829038
Coverage-U,comm_limited,1,1000,,,,1,0.0,0.22191,2028.0,78.652632,,original,5.0,0.05,3,,768,688,random,0.0,,0.804688,0.0,0.857677,925,0.997263,41.120235,,0.012623,0.272288,0.0,0.0,0.0,,33.953611
Coverage-U,comm_limited,4,4000,,,,1,0.0,0.348329,2532.655783,65.873684,,original,5.0,0.05,3,,32,32,random,0.0,,0.750104,0.0,0.895349,825,0.992737,35.521883,,0.018678,0.240838,0.001474,0.0,0.0,,31.673703
Coverage-U,comm_limited,6,6000,,,,1,0.0,0.312507,2898.0,69.494737,,original,5.0,0.05,3,,317,315,random,0.0,,0.778958,0.0,0.816088,1200,0.974421,39.968044,,0.021847,0.246912,0.016737,0.0,0.0,,32.731081
Coverage-U,comm_limited,5,5000,,,,1,0.0,0.279913,2585.0,72.789474,,original,5.0,0.05,3,,541,456,random,0.0,,0.778958,0.0,0.715577,2125,0.993579,34.765977,,0.021136,0.261002,0.0,0.0,0.0,,34.103211
Coverage-U,comm_limited,7,7000,,,,1,0.0,0.234614,2150.0,77.368421,,original,5.0,0.05,3,,1074,805,random,0.0,,0.778542,0.0,0.794361,1350,0.990842,37.904916,,0.015727,0.262916,0.005158,0.0,0.0,,37.927466
Coverage-U,comm_limited,8,8000,,,,1,0.0,0.276789,2555.0,73.105263,,original,5.0,0.05,3,,375,355,random,0.0,,0.786667,0.0,0.799708,3025,0.996947,39.286862,,0.016521,0.271443,0.0,0.0,0.0,,34.168599
Coverage-U,comm_limited,9,9000,,,,1,0.0,0.315422,2926.0,69.2,,original,5.0,0.05,3,,228,228,random,0.0,,0.763333,0.0,0.863495,1150,0.999263,37.209594,,0.01382,0.225547,0.0,0.0,0.0,,32.309246
Coverage-U,comm_limited,10,10000,,,,1,0.0,0.380194,3548.0,62.652632,,original,5.0,0.05,3,,547,530,random,0.0,,0.788333,0.0,0.811682,1125,0.981579,32.200031,,0.026171,0.263825,0.008421,0.0,0.0,,34.080798
Coverage-U,comm_limited,11,11000,,,,1,0.0,0.382797,2953.412354,62.389474,,original,5.0,0.05,3,,497,445,random,0.0,,0.739271,0.0,0.881743,900,0.997158,35.00001,,0.016083,0.245756,0.0,0.0,0.0,,34.202387
Coverage-U,comm_limited,13,13000,,,,1,0.0,0.357492,3295.130333,64.947368,,original,5.0,0.05,3,,192,181,random,0.0,,0.815417,0.0,0.882377,1200,0.99,38.985689,,0.025032,0.284438,0.002842,0.0,0.0,,34.687497
Coverage-U,comm_limited,12,12000,,,,1,0.0,0.26825,2473.0,73.968421,,original,5.0,0.05,3,,1003,843,random,0.0,,0.759167,0.0,0.836552,1300,0.997895,36.134283,,0.014851,0.255145,0.0,0.0,0.0,,37.786837
Coverage-U,comm_limited,14,14000,,,,1,0.0,0.32167,2986.0,68.568421,,original,5.0,0.05,3,,490,422,random,0.0,,0.802083,0.0,0.876932,800,0.992632,37.346778,,0.020245,0.264234,0.004211,0.0,0.0,,35.512161
Coverage-U,comm_limited,15,15000,,,,1,0.0,0.344476,3205.0,66.263158,,original,5.0,0.05,3,,411,348,random,0.0,,0.801979,0.0,0.849126,1950,0.984842,38.869622,,0.023254,0.261445,0.005263,0.0,0.0,,33.880588
Coverage-U,comm_limited,16,16000,,,,1,0.0,0.328647,3053.0,67.863158,,original,5.0,0.05,3,,374,363,random,0.0,,0.840521,0.0,0.766637,2750,0.957474,38.74775,,0.024708,0.287939,0.035684,0.0,0.0,,34.739818
Coverage-U,comm_limited,17,17000,,,,1,0.0,0.311986,2893.0,69.547368,,original,5.0,0.05,3,,273,253,random,0.0,,0.853646,0.0,0.860801,1575,0.993053,39.673536,,0.021652,0.28668,0.002316,0.0,0.0,,34.047164
Coverage-U,comm_limited,18,18000,,,,1,0.0,0.255233,2348.0,75.284211,,original,5.0,0.05,3,,931,746,random,0.0,,0.793125,0.0,0.867095,1425,0.992632,40.565403,,0.015071,0.261821,0.002947,0.0,0.0,,37.596848
Coverage-U,comm_limited,19,19000,,,,1,0.0,0.263459,2427.0,74.452632,,original,5.0,0.05,3,,919,809,random,0.0,,0.841875,0.0,0.842761,1575,0.997579,39.142852,,0.019031,0.277465,0.0,0.0,0.0,,35.603836
Coverage-U,comm_limited,20,20000,,,,1,0.0,0.265334,2445.0,74.263158,,original,5.0,0.05,3,,586,523,random,0.0,,0.850521,0.0,0.821829,1550,0.993053,40.823668,,0.021205,0.290384,0.002421,0.0,0.0,,36.902517
Coverage-U,comm_limited,21,21000,,,,1,0.0,0.382589,1872.535564,62.410526,,original,5.0,0.05,3,,468,468,random,0.0,,0.760833,0.0,0.817718,1975,0.970632,33.72752,,0.020275,0.240416,0.024947,0.0,0.0,,35.162084
Coverage-U,comm_limited,22,22000,,,,1,0.0,0.243049,2231.0,76.515789,,original,5.0,0.05,3,,976,888,random,0.0,,0.830521,0.0,0.867543,900,0.996211,38.763312,,0.014971,0.264106,0.0,0.0,0.0,,38.022913
Coverage-U,comm_limited,23,23000,,,,1,0.0,0.185671,1680.0,82.315789,,original,5.0,0.05,3,,539,520,random,0.0,,0.806562,0.0,0.883129,1050,0.998421,40.977686,,0.012215,0.272252,0.0,0.0,0.0,,36.571926
Coverage-U,comm_limited,24,24000,,,,1,0.0,0.423722,1141.568866,58.252632,,original,5.0,0.05,3,,312,312,random,0.0,,0.812604,0.0,0.782032,2475,0.945579,32.073972,,0.024695,0.276343,0.048211,0.0,0.0,,34.88382
Coverage-U,comm_limited,25,25000,,,,1,0.0,0.378215,2734.446247,62.852632,,original,5.0,0.05,3,,892,733,random,0.0,,0.800521,0.0,0.87647,925,0.979579,34.499832,,0.025842,0.261874,0.009263,0.0,0.0,,37.135611
Coverage-U,comm_limited,26,26000,,,,1,0.0,0.268458,2475.0,73.947368,,original,5.0,0.05,3,,332,332,random,0.0,,0.791979,0.0,0.887133,750,0.998947,39.726671,,0.015588,0.269315,0.0,0.0,0.0,,34.608367
