method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.365407,2868.768796,64.147368,,original,5.0,0.05,3,,236,236,random,0.0,,0.841042,0.0,0.780831,2800,0.962842,35.337472,,0.025439,0.279245,0.032421,0.0,0.0,,48.539507
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.257524,2370.0,75.052632,,original,5.0,0.05,3,,297,297,random,0.0,,0.760938,0.0,0.898093,700,0.998,40.604334,,0.01334,0.26823,0.001684,0.0,0.0,,48.7466
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.281787,2603.0,72.6,,original,5.0,0.05,3,,539,539,random,0.0,,0.803229,0.0,0.903676,600,0.991263,38.885138,,0.018576,0.258533,0.005053,0.0,0.0,,49.543766
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.278038,2567.0,72.978947,,original,5.0,0.05,3,,609,599,random,0.0,,0.770729,0.0,0.86204,950,0.998316,37.484589,,0.022005,0.276741,0.0,0.0,0.0,,50.218403
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.216287,1974.0,79.221053,,original,5.0,0.05,3,,238,238,random,0.0,,0.7575,0.0,0.904198,700,0.999895,40.866183,,0.012508,0.260178,0.0,0.0,0.0,,51.335885
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.387691,1732.341775,61.894737,,original,5.0,0.05,3,,264,264,random,0.0,,0.788958,0.0,0.84774,900,0.986632,34.553715,,0.022142,0.259926,0.007368,0.0,0.0,,50.938839
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.30553,2831.0,70.2,,original,5.0,0.05,3,,403,403,random,0.0,,0.773229,0.0,0.875817,825,0.990526,40.417076,,0.017707,0.258125,0.005789,0.0,0.0,,51.543496
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.288347,2666.0,71.936842,,original,5.0,0.05,3,,1079,779,random,0.0,,0.758542,0.0,0.901527,600,0.995368,39.515291,,0.015549,0.25,0.002842,0.0,0.0,,56.824028
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.240237,2204.0,76.8,,original,5.0,0.05,3,,244,243,random,0.0,,0.789687,0.0,0.898246,625,0.997053,41.557887,,0.013799,0.271061,0.0,0.0,0.0,,58.291657
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.262626,2419.0,74.536842,,original,5.0,0.05,3,,663,626,random,0.0,,0.732083,0.0,0.889903,725,0.999684,39.048194,,0.015869,0.24131,0.0,0.0,0.0,,59.720175
