step,ambiguous_frac
0,0.00000000
1,0.00499896
2,0.01041450
3,0.01083108
4,0.01228911
5,0.01228911
6,0.01583004
7,0.01562175
8,0.01666320
9,0.01562175
10,0.01770464
11,0.01666320
12,0.01978754
13,0.01937096
14,0.02270360
15,0.02207873
16,0.02416163
17,0.02312018
18,0.02457821
19,0.02436992
20,0.02541137
21,0.02541137
22,0.02603624
23,0.02541137
24,0.02457821
25,0.02395334
26,0.02499479
27,0.02457821
28,0.02520308
29,0.02457821
30,0.02416163
31,0.02374505
32,0.02478650
33,0.02457821
34,0.02436992
35,0.02416163
36,0.02541137
37,0.02457821
38,0.02416163
39,0.02582795
40,0.02520308
41,0.02561966
42,0.02541137
43,0.02520308
44,0.02541137
45,0.02478650
46,0.02561966
47,0.02520308
48,0.02520308
49,0.02499479
50,0.02561966
51,0.02582795
52,0.02603624
53,0.02541137
54,0.02707769
55,0.02624453
56,0.02603624
57,0.02561966
58,0.02707769
59,0.02686940
60,0.02811914
61,0.02936888
62,0.03041033
63,0.02978546
64,0.03061862
65,0.03061862
66,0.03374297
67,0.03436784
68,0.03457613
69,0.03436784
70,0.03582587
71,0.03478442
72,0.03853364
73,0.03790877
74,0.03853364
75,0.03832535
76,0.03978338
77,0.03999167
78,0.03936680
79,0.03936680
80,0.04040825
81,0.04124141
82,0.04374089
83,0.04478234
84,0.04457405
85,0.04436576
86,0.04415747
87,0.04332431
88,0.04415747
89,0.04374089
90,0.04436576
91,0.04394918
92,0.04374089
93,0.04374089
94,0.04499063
95,0.04478234
96,0.04603208
97,0.04519892
98,0.04582379
99,0.04540721
100,0.04749011
101,0.04707353
102,0.04853156
103,0.04790669
104,0.04894814
105,0.04915643
106,0.05040617
107,0.05019788
108,0.05040617
109,0.05061446
110,0.04978130
111,0.04957301
112,0.04978130
113,0.04936472
114,0.04998959
115,0.04998959
116,0.05082275
117,0.04998959
118,0.05040617
119,0.04978130
120,0.05040617
121,0.04978130
122,0.04957301
123,0.04915643
124,0.04873985
125,0.04873985
126,0.04936472
127,0.04915643
128,0.04873985
129,0.04853156
130,0.04915643
131,0.04873985
132,0.05019788
133,0.04998959
134,0.05082275
135,0.05040617
136,0.05103104
137,0.05040617
138,0.05061446
139,0.05019788
140,0.04957301
141,0.04936472
142,0.04894814
143,0.04853156
144,0.04790669
145,0.04769840
146,0.04749011
147,0.04749011
148,0.04749011
149,0.04728182
150,0.04707353
151,0.04686524
152,0.04936472
153,0.04873985
154,0.04853156
155,0.04811498
156,0.04873985
157,0.04853156
158,0.04915643
159,0.04873985
160,0.05019788
161,0.04998959
162,0.05061446
163,0.05144762
164,0.05165591
165,0.05103104
166,0.05228077
167,0.05290564
168,0.05436367
169,0.05457196
170,0.05457196
171,0.05394709
172,0.05478025
173,0.05436367
174,0.05457196
175,0.05415538
176,0.05540512
177,0.05457196
178,0.05478025
179,0.05394709
180,0.05415538
181,0.05394709
182,0.05457196
183,0.05436367
184,0.05436367
185,0.05394709
186,0.05332222
187,0.05311393
188,0.05269735
189,0.05269735
190,0.05269735
191,0.05228077
192,0.05207248
193,0.05228077
194,0.05394709
195,0.05353051
196,0.05311393
197,0.05290564
198,0.05332222
199,0.05311393
200,0.05373880
201,0.05353051
202,0.05394709
203,0.05373880
204,0.05332222
205,0.05248906
206,0.05269735
207,0.05228077
208,0.05186419
209,0.05186419
210,0.05207248
211,0.05207248
212,0.05228077
213,0.05186419
214,0.05290564
215,0.05248906
216,0.05332222
217,0.05290564
218,0.05353051
219,0.05332222
220,0.05353051
221,0.05394709
222,0.05353051
223,0.05353051
224,0.05332222
225,0.05311393
226,0.05436367
227,0.05478025
228,0.05665486
229,0.05644657
230,0.05707144
231,0.05769631
232,0.05769631
233,0.05790460
234,0.05832118
235,0.05873776
236,0.05977921
237,0.05977921
238,0.06144553
239,0.06082066
240,0.06186211
241,0.06123724
242,0.06248698
243,0.06207040
244,0.06165382
245,0.06123724
246,0.06082066
247,0.06082066
248,0.06061237
249,0.06019579
250,0.06102895
251,0.06082066
252,0.06102895
253,0.06144553
254,0.06186211
255,0.06144553
256,0.06207040
257,0.06269527
258,0.06415330
259,0.06373672
260,0.06394501
261,0.06332014
262,0.06436159
263,0.06352843
264,0.06436159
265,0.06373672
266,0.06394501
267,0.06311185
268,0.06415330
269,0.06373672
270,0.06352843
271,0.06269527
272,0.06373672
273,0.06352843
274,0.06394501
275,0.06373672
276,0.06332014
277,0.06290356
278,0.06290356
279,0.06248698
