method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.414662,1467.126711,59.168421,,original,5.0,0.05,3,,116,116,random,0.0,,0.7925,0.0,0.810125,2800,0.988737,33.372342,,0.022146,0.57146,0.000316,0.0,0.0,,48.187286
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.207123,1886.0,80.147368,,original,5.0,0.05,3,,473,473,random,0.0,,0.816042,0.0,0.878356,800,0.999474,43.047863,,0.015607,0.578698,0.0,0.0,0.0,,49.605002
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.221389,2023.0,78.705263,,original,5.0,0.05,3,,499,450,random,0.0,,0.809063,0.0,0.861059,775,0.999158,42.121102,,0.015581,0.572915,0.0,0.0,0.0,,50.108205
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.231074,2116.0,77.726316,,original,5.0,0.05,3,,706,621,random,0.0,,0.816979,0.0,0.855287,1275,0.986421,40.12316,,0.017924,0.57572,0.007579,0.0,0.0,,50.74285
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.21712,1982.0,79.136842,,original,5.0,0.05,3,,584,570,random,0.0,,0.805729,0.0,0.826222,1500,0.993789,40.890035,,0.019708,0.582358,0.002316,0.0,0.0,,54.978797
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.261585,2409.0,74.642105,,original,5.0,0.05,3,,268,268,random,0.0,,0.764583,0.0,0.871928,1025,0.999684,40.362148,,0.015494,0.557331,0.0,0.0,0.0,,54.989749
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.282516,2610.0,72.526316,,original,5.0,0.05,3,,275,275,random,0.0,,0.788542,0.0,0.826886,950,0.994,40.465758,,0.014957,0.564852,0.004,0.0,0.0,,54.477568
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.342393,2885.766014,66.473684,,original,5.0,0.05,3,,657,584,random,0.0,,0.811562,0.0,0.855369,1600,0.982316,36.146099,,0.024654,0.573541,0.006211,0.0,0.0,,57.068585
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.307404,2849.0,70.010526,,original,5.0,0.05,3,,484,466,random,0.0,,0.823854,0.0,0.856017,1500,0.978421,38.399122,,0.022934,0.586454,0.013789,0.0,0.0,,52.466696
Richness-Angular,comm_limited,9,9000,,,,1,0.0,0.390607,2414.613126,61.6,,original,5.0,0.05,3,,248,248,random,0.0,,0.736458,0.0,0.891373,800,0.998105,34.922745,,0.018122,0.534101,0.000211,0.0,0.0,,50.986027
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.29949,2773.0,70.810526,,original,5.0,0.05,3,,386,368,random,0.0,,0.817292,0.0,0.848377,2150,0.998211,39.785852,,0.016035,0.589274,0.000105,0.0,0.0,,51.629681
Richness-Angular,comm_limited,11,11000,,,,1,0.0,0.318234,2953.0,68.915789,,original,5.0,0.05,3,,526,514,random,0.0,,0.809271,0.0,0.860411,1250,0.993158,39.60626,,0.020728,0.578174,0.002211,0.0,0.0,,53.142553
Richness-Angular,comm_limited,13,13000,,,,1,0.0,0.276997,2557.0,73.084211,,original,5.0,0.05,3,,751,678,random,0.0,,0.777813,0.0,0.88758,875,0.997789,39.205628,,0.015402,0.574462,0.000105,0.0,0.0,,58.968564
Richness-Angular,comm_limited,14,14000,,,,1,0.0,0.26096,2403.0,74.705263,,original,5.0,0.05,3,,725,672,random,0.0,,0.78625,0.0,0.891977,650,0.998316,39.191783,,0.014265,0.553431,0.0,0.0,0.0,,58.502921
Richness-Angular,comm_limited,12,12000,,,,1,0.0,0.228262,2089.0,78.010526,,original,5.0,0.05,3,,811,684,random,0.0,,0.819063,0.0,0.899823,550,0.999158,39.909161,,0.015893,0.574601,0.0,0.0,0.0,,60.203439
Richness-Angular,comm_limited,15,15000,,,,1,0.0,0.299802,2776.0,70.778947,,original,5.0,0.05,3,,556,525,random,0.0,,0.784792,0.0,0.867435,775,0.964526,38.643709,,0.016867,0.561196,0.034421,0.0,0.0,,57.346198
Richness-Angular,comm_limited,16,16000,,,,1,0.0,0.228158,2088.0,78.021053,,original,5.0,0.05,3,,323,323,random,0.0,,0.775,0.0,0.877291,800,0.998842,41.809206,,0.014766,0.560757,0.0,0.0,0.0,,59.639966
Richness-Angular,comm_limited,18,18000,,,,1,0.0,0.316464,2936.0,69.094737,,original,5.0,0.05,3,,234,232,random,0.0,,0.799375,0.0,0.802928,1725,0.998947,38.393597,,0.019524,0.566269,0.0,0.0,0.0,,59.163787
Richness-Angular,comm_limited,17,17000,,,,1,0.0,0.23326,2137.0,77.505263,,original,5.0,0.05,3,,391,382,random,0.0,,0.803646,0.0,0.855709,1200,0.988211,39.775329,,0.019185,0.567867,0.009579,0.0,0.0,,60.06969
Richness-Angular,comm_limited,19,19000,,,,1,0.0,0.232323,2128.0,77.6,,original,5.0,0.05,3,,337,337,random,0.0,,0.779062,0.0,0.912852,675,0.995474,41.165255,,0.018236,0.566224,0.001895,0.0,0.0,,58.988639
Richness-Angular,comm_limited,21,21000,,,,1,0.0,0.377174,2027.493387,62.957895,,original,5.0,0.05,3,,484,477,random,0.0,,0.773333,0.0,0.873959,1500,0.988105,37.24923,,0.022844,0.566156,0.004632,0.0,0.0,,50.325343
Richness-Angular,comm_limited,23,23000,,,,1,0.0,0.300635,2784.0,70.694737,,original,5.0,0.05,3,,472,472,random,0.0,,0.807708,0.0,0.846866,2075,0.989895,38.347814,,0.017713,0.575262,0.001789,0.0,0.0,,49.825252
Richness-Angular,comm_limited,22,22000,,,,1,0.0,0.315631,2928.0,69.178947,,original,5.0,0.05,3,,735,735,random,0.0,,0.811979,0.0,0.88207,525,0.967789,38.092298,,0.022728,0.57931,0.023684,0.0,0.0,,51.642917
Richness-Angular,comm_limited,20,20000,,,,1,0.0,0.347808,3237.0,65.926316,,original,5.0,0.05,3,,802,719,random,0.0,,0.766563,0.0,0.852905,775,0.962947,33.859122,,0.020863,0.560411,0.032421,0.0,0.0,,52.605432
Richness-Angular,comm_limited,25,25000,,,,1,0.0,0.392273,1447.727273,61.431579,,original,5.0,0.05,3,,150,150,random,0.0,,0.785833,0.0,0.843691,1100,0.958211,35.775317,,0.027491,0.561997,0.031789,0.0,0.0,,55.544911
