method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.345201,3210.0,66.210526,,original,5.0,0.05,6,,584,533,random,0.0,,0.654479,0.0,0.87789,500,0.998105,37.494072,,0.019558,0.05862,0.0,0.0,0.0,,38.913735
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.316261,2932.0,69.136842,,original,5.0,0.05,6,,783,608,random,0.0,,0.788021,0.0,0.870265,750,0.989684,38.401717,,0.015531,0.077941,0.006,0.0,0.0,,41.480416
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.326983,3035.0,68.052632,,original,5.0,0.05,6,,1565,995,random,0.0,,0.788854,0.0,0.883466,400,0.980526,38.718148,,0.021029,0.087304,0.014421,0.0,0.0,,45.053806
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.326463,3030.0,68.105263,,original,5.0,0.05,6,,1174,723,random,0.0,,0.719375,0.0,0.800789,1050,0.992526,34.640862,,0.019662,0.062543,0.005263,0.0,0.0,,45.061502
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.260566,2397.0,74.768421,,original,5.0,0.05,6,,609,509,random,0.0,,0.781458,0.0,0.909852,325,0.998737,41.67199,,0.014705,0.072105,0.0,0.0,0.0,,38.476685
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.326671,3032.0,68.084211,,original,5.0,0.05,6,,596,575,random,0.0,,0.700937,0.0,0.895647,325,0.989579,39.210776,,0.016575,0.069875,0.009053,0.0,0.0,,40.455853
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.380179,3546.0,62.673684,,original,5.0,0.05,6,,694,567,random,0.0,,0.740417,0.0,0.828705,825,0.978,34.986599,,0.024163,0.068876,0.016737,0.0,0.0,,41.002175
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.326567,3031.0,68.094737,,original,5.0,0.05,6,,916,774,random,0.0,,0.770417,0.0,0.814069,1025,0.915789,37.092885,,0.019811,0.074169,0.080421,0.0,0.0,,41.962405
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.207474,1887.0,80.136842,,original,5.0,0.05,6,,883,746,random,0.0,,0.733958,0.0,0.831391,525,0.996316,41.361786,,0.01302,0.079687,0.0,0.0,0.0,,43.573291
Richness-Angular,comm_limited,9,9000,,,,1,0.0,0.385801,2441.263409,62.105263,,original,5.0,0.05,6,,603,478,random,0.0,,0.677396,0.0,0.887114,325,0.967474,35.460151,,0.021536,0.059779,0.028211,0.0,0.0,,41.946918
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.242661,2225.0,76.578947,,original,5.0,0.05,6,,750,583,random,0.0,,0.670937,0.0,0.88965,550,0.999474,39.515194,,0.012271,0.073197,0.0,0.0,0.0,,41.612049
Richness-Angular,comm_limited,11,11000,,,,1,0.0,0.343848,3197.0,66.347368,,original,5.0,0.05,6,,1018,822,random,0.0,,0.777813,0.0,0.870627,575,0.980421,37.48276,,0.02475,0.075171,0.014842,0.0,0.0,,43.492992
Richness-Angular,comm_limited,12,12000,,,,1,0.0,0.324485,3011.0,68.305263,,original,5.0,0.05,6,,1175,762,random,0.0,,0.732083,0.0,0.850678,650,0.998105,38.848484,,0.016935,0.067689,0.000526,0.0,0.0,,46.27778
Richness-Angular,comm_limited,13,13000,,,,1,0.0,0.267021,2459.0,74.115789,,original,5.0,0.05,6,,1122,808,random,0.0,,0.737396,0.0,0.90813,350,0.994526,41.156609,,0.015719,0.078438,0.002737,0.0,0.0,,46.055229
