step,ambiguous_frac
0,0.00000000
1,0.00499896
2,0.01041450
3,0.01083108
4,0.01291398
5,0.01208082
6,0.01541346
7,0.01666320
8,0.01707978
9,0.01812122
10,0.01937096
11,0.01895438
12,0.02187044
13,0.02145386
14,0.02353676
15,0.02291189
16,0.02395334
17,0.02270360
18,0.02332847
19,0.02270360
20,0.02561966
21,0.02582795
22,0.02582795
23,0.02520308
24,0.02624453
25,0.02561966
26,0.02624453
27,0.02582795
28,0.02686940
29,0.02666111
30,0.02666111
31,0.02707769
32,0.02811914
33,0.02791085
34,0.02770256
35,0.02811914
36,0.02957717
37,0.02936888
38,0.03061862
39,0.03082691
40,0.03124349
41,0.03124349
42,0.03311810
43,0.03270152
44,0.03249323
45,0.03228494
46,0.03332639
47,0.03332639
48,0.03436784
49,0.03395126
50,0.03478442
51,0.03457613
52,0.03374297
53,0.03332639
54,0.03353468
55,0.03311810
56,0.03290981
57,0.03353468
58,0.03311810
59,0.03290981
60,0.03374297
61,0.03478442
62,0.03603416
63,0.03540929
64,0.03582587
65,0.03540929
66,0.03582587
67,0.03561758
68,0.03603416
69,0.03561758
70,0.03582587
71,0.03540929
72,0.03728390
73,0.03728390
74,0.03749219
75,0.03749219
76,0.03728390
77,0.03665903
78,0.03707561
79,0.03686732
80,0.03853364
81,0.03895022
82,0.04124141
83,0.04082483
84,0.04019996
85,0.03978338
86,0.04082483
87,0.04019996
88,0.04040825
89,0.03978338
90,0.04082483
91,0.04019996
92,0.04040825
93,0.03936680
94,0.03936680
95,0.03895022
96,0.04103312
97,0.04082483
98,0.04103312
99,0.04082483
100,0.04061654
101,0.04103312
102,0.04082483
103,0.04165799
104,0.04124141
105,0.04186628
106,0.04269944
107,0.04290773
108,0.04332431
109,0.04353260
110,0.04436576
111,0.04353260
112,0.04478234
113,0.04457405
114,0.04519892
115,0.04415747
116,0.04624037
117,0.04582379
118,0.04665695
119,0.04624037
120,0.04749011
121,0.04686524
122,0.04811498
123,0.04873985
124,0.04853156
125,0.04894814
126,0.04998959
127,0.04936472
128,0.05082275
129,0.05019788
130,0.05269735
131,0.05186419
132,0.05353051
133,0.05269735
134,0.05457196
135,0.05394709
136,0.05478025
137,0.05436367
138,0.05415538
139,0.05394709
140,0.05436367
141,0.05394709
142,0.05519683
143,0.05519683
144,0.05478025
145,0.05478025
146,0.05519683
147,0.05561341
148,0.05811289
149,0.05832118
150,0.05915434
151,0.05873776
152,0.05957092
153,0.05977921
154,0.05915434
155,0.05894605
156,0.05998750
157,0.06082066
158,0.06082066
159,0.06061237
160,0.06082066
161,0.06040408
162,0.06102895
163,0.06061237
164,0.06207040
165,0.06144553
166,0.06102895
167,0.06165382
168,0.06269527
169,0.06227869
170,0.06144553
171,0.06102895
172,0.06082066
173,0.06082066
174,0.06082066
175,0.06082066
176,0.06144553
177,0.06061237
178,0.06144553
179,0.06082066
180,0.06082066
181,0.06144553
182,0.06207040
183,0.06144553
184,0.06207040
185,0.06144553
186,0.06207040
187,0.06186211
188,0.06269527
189,0.06269527
190,0.06248698
191,0.06207040
192,0.06248698
193,0.06207040
194,0.06207040
195,0.06165382
196,0.06165382
197,0.06123724
198,0.06123724
199,0.06082066
200,0.06061237
201,0.06061237
202,0.06061237
203,0.06040408
204,0.06040408
205,0.05998750
206,0.05957092
207,0.05957092
208,0.05957092
209,0.05957092
210,0.06019579
211,0.05998750
212,0.05936263
213,0.05894605
214,0.05977921
215,0.06019579
216,0.06061237
217,0.06102895
218,0.06082066
219,0.06144553
220,0.06082066
221,0.06061237
222,0.06144553
223,0.06165382
224,0.06269527
225,0.06290356
226,0.06332014
227,0.06290356
228,0.06415330
229,0.06456988
230,0.06540304
231,0.06498646
232,0.06498646
233,0.06602791
234,0.06602791
235,0.06581962
236,0.06581962
237,0.06519475
238,0.06602791
239,0.06561133
240,0.06561133
241,0.06561133
242,0.06623620
243,0.06644449
244,0.06686107
245,0.06686107
246,0.06727765
247,0.06706936
248,0.06665278
249,0.06623620
250,0.06727765
251,0.06644449
252,0.06644449
253,0.06602791
254,0.06644449
255,0.06602791
256,0.06644449
257,0.06602791
258,0.06561133
259,0.06644449
260,0.06665278
261,0.06644449
262,0.06686107
263,0.06686107
264,0.06769423
265,0.06727765
266,0.06665278
267,0.06706936
268,0.06665278
269,0.06644449
270,0.06623620
271,0.06686107
272,0.06644449
273,0.06602791
274,0.06561133
275,0.06581962
276,0.06540304
277,0.06540304
278,0.06540304
279,0.06581962
