step,ambiguous_frac
0,0.00000000
1,0.02915789
2,0.02578947
3,0.01768421
4,0.01642105
5,0.01652632
6,0.01684211
7,0.01694737
8,0.01652632
9,0.01621053
10,0.01631579
11,0.01715789
12,0.01736842
13,0.01789474
14,0.01821053
15,0.01800000
16,0.01800000
17,0.01778947
18,0.01800000
19,0.01810526
20,0.01936842
21,0.01894737
22,0.01968421
23,0.01947368
24,0.01978947
25,0.01884211
26,0.01968421
27,0.01957895
28,0.02021053
29,0.02021053
30,0.02021053
31,0.02021053
32,0.02031579
33,0.02021053
34,0.02010526
35,0.02000000
36,0.01989474
37,0.02010526
38,0.02000000
39,0.02000000
40,0.02063158
41,0.02052632
42,0.02126316
43,0.02084211
44,0.02073684
45,0.02073684
46,0.02010526
47,0.02073684
48,0.02073684
49,0.02157895
50,0.02105263
51,0.02105263
52,0.02084211
53,0.02094737
54,0.02105263
55,0.02147368
56,0.02157895
57,0.02115789
58,0.02168421
59,0.02200000
60,0.02210526
61,0.02210526
62,0.02252632
63,0.02263158
64,0.02210526
65,0.02294737
66,0.02294737
67,0.01915789
68,0.01663158
69,0.01621053
70,0.01663158
71,0.01726316
72,0.01831579
73,0.01852632
74,0.01852632
75,0.01831579
76,0.01957895
77,0.02031579
78,0.02021053
79,0.02042105
80,0.02052632
81,0.02073684
82,0.02105263
83,0.02084211
84,0.02105263
85,0.02105263
86,0.02115789
87,0.02168421
88,0.02136842
89,0.02189474
90,0.02157895
91,0.02157895
92,0.02168421
93,0.02115789
94,0.01978947
95,0.01842105
96,0.01726316
97,0.01705263
98,0.01673684
99,0.01610526
100,0.01568421
101,0.01536842
102,0.01536842
103,0.01473684
104,0.01473684
105,0.01421053
106,0.01442105
107,0.01473684
108,0.01557895
109,0.01621053
110,0.01589474
111,0.01578947
112,0.01547368
113,0.01536842
114,0.01600000
115,0.01600000
116,0.01547368
117,0.01578947
118,0.01694737
119,0.01631579
120,0.01642105
121,0.01663158
122,0.01715789
123,0.01694737
124,0.01684211
125,0.01684211
126,0.01694737
127,0.01694737
128,0.01694737
129,0.01705263
130,0.01705263
131,0.01694737
132,0.01694737
133,0.01694737
134,0.01705263
135,0.01705263
136,0.01705263
137,0.01705263
138,0.01684211
139,0.01684211
140,0.01684211
141,0.01705263
142,0.01694737
143,0.01673684
144,0.01673684
145,0.01684211
146,0.01705263
147,0.01705263
148,0.01684211
149,0.01684211
150,0.01694737
151,0.01715789
152,0.01705263
153,0.01705263
154,0.01705263
155,0.01705263
156,0.01715789
157,0.01694737
158,0.01736842
159,0.01768421
160,0.01726316
161,0.01768421
162,0.01757895
163,0.01768421
164,0.01663158
165,0.01442105
166,0.01378947
167,0.01357895
168,0.01515789
169,0.01694737
170,0.01873684
171,0.01915789
172,0.01947368
173,0.01957895
174,0.01957895
175,0.01957895
176,0.01936842
177,0.01936842
178,0.01947368
179,0.01936842
180,0.01978947
181,0.01989474
182,0.01968421
183,0.01968421
184,0.01968421
185,0.01978947
186,0.02000000
187,0.02000000
188,0.02010526
189,0.02021053
190,0.02021053
191,0.02094737
192,0.02189474
193,0.02284211
194,0.02326316
195,0.02336842
196,0.02336842
197,0.02305263
198,0.02357895
199,0.02378947
200,0.02357895
201,0.02305263
202,0.02263158
203,0.02284211
204,0.02347368
205,0.02431579
206,0.02442105
207,0.02357895
208,0.02336842
209,0.02336842
210,0.02410526
211,0.02473684
212,0.02442105
213,0.02505263
214,0.02505263
215,0.02536842
216,0.02536842
217,0.02515789
218,0.02473684
219,0.02452632
220,0.02421053
221,0.02494737
222,0.02442105
223,0.02484211
224,0.02442105
225,0.02357895
226,0.02347368
227,0.02347368
228,0.02368421
229,0.02326316
230,0.02273684
231,0.02168421
232,0.02147368
233,0.02136842
234,0.02136842
235,0.02189474
236,0.02147368
237,0.02136842
238,0.02115789
239,0.02063158
240,0.02105263
241,0.02136842
242,0.02147368
243,0.02189474
244,0.02200000
245,0.02221053
246,0.02231579
247,0.02210526
248,0.02168421
249,0.02157895
250,0.02242105
251,0.02242105
252,0.02168421
253,0.02000000
254,0.01873684
255,0.01842105
256,0.01821053
257,0.01768421
258,0.01757895
259,0.01768421
260,0.01789474
261,0.01800000
262,0.01800000
263,0.01757895
264,0.01715789
265,0.01673684
266,0.01642105
267,0.01631579
268,0.01631579
269,0.01621053
270,0.01621053
271,0.01568421
272,0.01600000
273,0.01663158
274,0.01652632
275,0.01694737
276,0.01663158
277,0.01694737
278,0.01736842
279,0.01642105
280,0.01726316
281,0.01715789
282,0.01736842
283,0.01726316
284,0.01736842
285,0.01747368
286,0.01694737
287,0.01705263
288,0.01684211
289,0.01652632
290,0.01705263
291,0.01736842
292,0.01768421
293,0.01768421
294,0.01768421
295,0.01778947
296,0.01621053
297,0.01526316
298,0.01421053
299,0.01389474
300,0.01294737
301,0.01273684
302,0.01273684
303,0.01273684
304,0.01284211
305,0.01273684
306,0.01273684
307,0.01273684
308,0.01284211
309,0.01284211
310,0.01284211
311,0.01273684
312,0.01263158
313,0.01252632
314,0.01336842
315,0.01421053
316,0.01505263
317,0.01515789
318,0.01515789
319,0.01526316
320,0.01526316
321,0.01515789
322,0.01515789
323,0.01505263
324,0.01515789
325,0.01505263
326,0.01505263
327,0.01515789
328,0.01526316
329,0.01536842
330,0.01536842
331,0.01515789
332,0.01547368
333,0.01589474
334,0.01610526
335,0.01578947
336,0.01652632
337,0.01631579
338,0.01631579
339,0.01631579
340,0.01642105
341,0.01610526
342,0.01526316
343,0.01536842
344,0.01515789
345,0.01589474
346,0.01631579
347,0.01673684
348,0.01610526
349,0.01652632
350,0.01621053
351,0.01494737
352,0.01484211
353,0.01494737
354,0.01505263
355,0.01505263
356,0.01505263
357,0.01505263
358,0.01505263
359,0.01505263
360,0.01505263
361,0.01505263
362,0.01494737
363,0.01494737
364,0.01494737
365,0.01505263
366,0.01494737
367,0.01494737
368,0.01494737
369,0.01494737
370,0.01484211
371,0.01484211
372,0.01484211
373,0.01494737
374,0.01494737
375,0.01505263
376,0.01494737
377,0.01494737
378,0.01494737
379,0.01505263
380,0.01494737
381,0.01484211
382,0.01484211
383,0.01494737
384,0.01505263
385,0.01505263
386,0.01505263
387,0.01505263
388,0.01494737
389,0.01473684
390,0.01463158
391,0.01473684
392,0.01494737
393,0.01505263
394,0.01463158
395,0.01347368
396,0.01294737
397,0.01284211
398,0.01284211
399,0.01273684
400,0.01273684
401,0.01273684
402,0.01273684
403,0.01273684
404,0.01273684
405,0.01273684
406,0.01273684
407,0.01273684
408,0.01273684
409,0.01273684
410,0.01273684
411,0.01273684
412,0.01273684
413,0.01273684
414,0.01273684
415,0.01273684
416,0.01252632
417,0.01252632
418,0.01252632
419,0.01252632
420,0.01242105
421,0.01231579
422,0.01231579
423,0.01231579
424,0.01231579
425,0.01231579
426,0.01231579
427,0.01231579
428,0.01231579
429,0.01231579
430,0.01231579
431,0.01231579
432,0.01231579
433,0.01231579
434,0.01347368
435,0.01463158
436,0.01568421
437,0.01578947
438,0.01589474
439,0.01610526
440,0.01600000
441,0.01589474
442,0.01578947
443,0.01578947
444,0.01578947
445,0.01589474
446,0.01589474
447,0.01589474
448,0.01578947
449,0.01589474
450,0.01600000
451,0.01610526
452,0.01610526
453,0.01715789
454,0.01684211
455,0.01715789
456,0.01705263
457,0.01715789
458,0.01694737
459,0.01715789
460,0.01726316
461,0.01736842
462,0.01621053
463,0.01505263
464,0.01378947
465,0.01400000
466,0.01389474
467,0.01315789
468,0.01294737
469,0.01189474
470,0.01178947
471,0.01210526
472,0.01168421
473,0.01115789
474,0.01115789
475,0.01115789
476,0.01115789
477,0.01115789
478,0.01115789
479,0.01115789
480,0.01115789
481,0.01115789
482,0.01115789
483,0.01115789
484,0.01115789
485,0.01115789
486,0.01115789
487,0.01115789
488,0.01115789
489,0.01115789
490,0.01115789
491,0.01115789
492,0.01115789
493,0.01115789
494,0.01115789
495,0.01115789
496,0.01115789
497,0.01115789
498,0.01115789
499,0.01115789
500,0.01115789
501,0.01115789
502,0.01115789
503,0.01115789
504,0.01115789
505,0.01115789
506,0.01115789
507,0.01115789
508,0.01115789
509,0.01115789
510,0.01115789
511,0.01115789
512,0.01115789
513,0.01115789
514,0.01115789
515,0.01115789
516,0.01115789
517,0.01115789
518,0.01115789
519,0.01115789
520,0.01115789
521,0.01115789
522,0.01115789
523,0.01115789
524,0.01115789
525,0.01115789
526,0.01115789
527,0.01115789
528,0.01115789
529,0.01115789
530,0.01115789
531,0.01115789
532,0.01115789
533,0.01221053
534,0.01315789
535,0.01431579
536,0.01442105
537,0.01452632
538,0.01463158
539,0.01463158
540,0.01463158
541,0.01452632
542,0.01452632
543,0.01494737
544,0.01473684
545,0.01536842
546,0.01505263
547,0.01494737
548,0.01494737
549,0.01494737
550,0.01505263
551,0.01494737
552,0.01505263
553,0.01505263
554,0.01515789
555,0.01505263
556,0.01505263
557,0.01505263
558,0.01515789
559,0.01515789
560,0.01505263
561,0.01484211
562,0.01484211
563,0.01357895
564,0.01242105
565,0.01115789
566,0.01157895
567,0.01157895
568,0.01115789
569,0.01115789
570,0.01115789
571,0.01147368
