method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,wall_time_s
Frontier-Bounded,comm_limited,2,2000,,,,1,0.0,0.362274,3089.786952,64.484211,,original,5.0,0.05,6,,714,504,,0.724583,0.0,0.920536,300,0.989684,38.186322,,0.021411,0.327658,0.004421,0.0,0.0,87.104377
Frontier-Bounded,comm_limited,3,3000,,,,1,0.0,0.330939,3073.0,67.652632,,original,5.0,0.05,6,,1181,819,,0.840313,0.0,0.819258,950,0.958105,33.919477,,0.035825,0.361004,0.026737,0.0,0.0,93.145244
Frontier-Bounded,comm_limited,0,0,,,,1,0.0,0.315428,2924.0,69.221053,,original,5.0,0.05,6,,1016,722,,0.746146,0.0,0.879866,350,0.996737,38.650191,,0.020022,0.310364,0.001053,0.0,0.0,96.189312
Frontier-Bounded,comm_limited,1,1000,,,,1,0.0,0.24568,2254.0,76.273684,,original,5.0,0.05,6,,1458,905,,0.81125,0.0,0.829382,825,0.933368,41.509105,,0.023695,0.342702,0.056737,0.0,0.0,99.19242
Frontier-Bounded,comm_limited,4,4000,,,,1,0.0,0.382261,2950.57947,62.463158,,original,5.0,0.05,6,,1081,805,,0.834063,0.0,0.870782,300,0.924105,37.770211,,0.03743,0.357231,0.059579,0.0,0.0,93.194881
Frontier-Bounded,comm_limited,5,5000,,,,1,0.0,0.327608,3041.0,67.989474,,original,5.0,0.05,6,,1043,771,,0.77125,0.0,0.756681,1475,0.994737,37.305359,,0.024708,0.347976,0.002316,0.0,0.0,90.596727
Frontier-Bounded,comm_limited,6,6000,,,,1,0.0,0.309702,2869.0,69.8,,original,5.0,0.05,6,,1071,775,,0.716042,0.0,0.867013,575,0.996842,37.12228,,0.015953,0.291422,0.000842,0.0,0.0,93.572697
Frontier-Bounded,comm_limited,7,7000,,,,1,0.0,0.404331,2037.232081,60.231579,,original,5.0,0.05,6,,857,634,,0.7525,0.0,0.848045,475,0.996526,34.725691,,0.023512,0.324288,0.000421,0.0,0.0,90.765508
Frontier-Bounded,comm_limited,8,8000,,,,1,0.0,0.44722,4190.0,55.894737,,original,5.0,0.05,6,,754,598,,0.786042,0.0,0.863655,1225,0.996842,34.220842,,0.028905,0.334407,0.000632,0.0,0.0,105.873159
Frontier-Bounded,comm_limited,9,9000,,,,1,0.0,0.33781,3139.0,66.957895,,original,5.0,0.05,6,,780,629,,0.786667,0.0,0.917507,250,0.996526,38.223753,,0.022335,0.348517,0.000105,0.0,0.0,106.639099
Frontier-Bounded,comm_limited,11,11000,,,,1,0.0,0.370081,2365.113411,63.694737,,original,5.0,0.05,6,,753,607,,0.827396,0.0,0.863293,475,0.977895,36.161839,,0.033313,0.359679,0.009684,0.0,0.0,104.128114
Frontier-Bounded,comm_limited,10,10000,,,,1,0.0,0.234749,2149.0,77.378947,,original,5.0,0.05,6,,990,744,,0.7725,0.0,0.898212,350,0.999789,41.139424,,0.012956,0.339052,0.0,0.0,0.0,113.468401
Frontier-Bounded,comm_limited,12,12000,,,,1,0.0,0.370081,3349.557883,63.694737,,original,5.0,0.05,6,,888,686,,0.812604,0.0,0.827308,1150,0.981684,35.22447,,0.035498,0.356999,0.008316,0.0,0.0,103.905668
Frontier-Bounded,comm_limited,14,14000,,,,1,0.0,0.250573,2301.0,75.778947,,original,5.0,0.05,6,,1456,876,,0.825521,0.0,0.870516,400,0.988,40.787832,,0.022511,0.346052,0.005895,0.0,0.0,100.171344
Frontier-Bounded,comm_limited,13,13000,,,,1,0.0,0.324693,3013.0,68.284211,,original,5.0,0.05,6,,1056,752,,0.824271,0.0,0.815091,1075,0.972316,38.026635,,0.025599,0.355169,0.021684,0.0,0.0,104.159401
Frontier-Bounded,comm_limited,15,15000,,,,1,0.0,0.387987,2271.722992,61.884211,,original,5.0,0.05,6,,1265,869,,0.768021,0.0,0.918349,225,0.988211,35.474141,,0.030094,0.336063,0.005474,0.0,0.0,98.132086
Frontier-Bounded,comm_limited,18,18000,,,,1,0.0,0.33781,3139.0,66.957895,,original,5.0,0.05,6,,879,692,,0.809063,0.0,0.789639,1325,0.980947,37.915503,,0.029482,0.353137,0.011579,0.0,0.0,80.411978
Frontier-Bounded,comm_limited,16,16000,,,,1,0.0,0.375078,3497.0,63.189474,,original,5.0,0.05,6,,865,627,,0.766875,0.0,0.906742,275,0.979158,35.934503,,0.026366,0.341565,0.012947,0.0,0.0,87.539984
Frontier-Bounded,comm_limited,19,19000,,,,1,0.0,0.3604,3290.730688,64.673684,,original,5.0,0.05,6,,858,695,,0.777604,0.0,0.889956,400,0.996105,37.815592,,0.022275,0.324044,0.001368,0.0,0.0,79.096863
Frontier-Bounded,comm_limited,17,17000,,,,1,0.0,0.383614,3579.0,62.326316,,original,5.0,0.05,6,,643,598,,0.788438,0.0,0.906133,275,0.981474,35.699312,,0.02909,0.337247,0.013579,0.0,0.0,86.39874
Frontier-Bounded,comm_limited,20,20000,,,,1,0.0,0.417239,2583.904833,58.926316,,original,5.0,0.05,6,,891,658,,0.755833,0.0,0.908881,325,0.998211,34.121303,,0.022465,0.321003,0.000105,0.0,0.0,75.621754
Frontier-Bounded,comm_limited,21,21000,,,,1,0.0,0.307204,2845.0,70.052632,,original,5.0,0.05,6,,800,689,,0.80875,0.0,0.879544,350,0.987895,40.54551,,0.029732,0.351715,0.006842,0.0,0.0,73.783076
Frontier-Bounded,comm_limited,22,22000,,,,1,0.0,0.297731,2754.0,71.010526,,original,5.0,0.05,6,,941,745,,0.805,0.0,0.901548,350,0.980211,38.040382,,0.022357,0.349693,0.013895,0.0,0.0,73.926733
Frontier-Bounded,comm_limited,23,23000,,,,1,0.0,0.293254,2711.0,71.463158,,original,5.0,0.05,6,,729,568,,0.791979,0.0,0.881891,325,0.955053,39.600411,,0.02678,0.348517,0.035263,0.0,0.0,80.760622
Frontier-Bounded,comm_limited,26,26000,,,,1,0.0,0.345513,3213.0,66.178947,,original,5.0,0.05,6,,594,574,,0.837917,0.0,0.909062,275,0.992947,36.266484,,0.026815,0.351621,0.003158,0.0,0.0,83.41876
