step,ambiguous_frac
0,0.00000000
1,0.06747368
2,0.06052632
3,0.04621053
4,0.03968421
5,0.04031579
6,0.03905263
7,0.03831579
8,0.03452632
9,0.03410526
10,0.03515789
11,0.03463158
12,0.03526316
13,0.03557895
14,0.03705263
15,0.03768421
16,0.03800000
17,0.03821053
18,0.03789474
19,0.03905263
20,0.03947368
21,0.03852632
22,0.03894737
23,0.03736842
24,0.03757895
25,0.03873684
26,0.03852632
27,0.04010526
28,0.04094737
29,0.04094737
30,0.04221053
31,0.04189474
32,0.04178947
33,0.04031579
34,0.04200000
35,0.04294737
36,0.04421053
37,0.04400000
38,0.04536842
39,0.04505263
40,0.04431579
41,0.04252632
42,0.04505263
43,0.04463158
44,0.04715789
45,0.04547368
46,0.04526316
47,0.04389474
48,0.04442105
49,0.04326316
50,0.04168421
51,0.04115789
52,0.03831579
53,0.04010526
54,0.04000000
55,0.04115789
56,0.04105263
57,0.04000000
58,0.04031579
59,0.04178947
60,0.04115789
61,0.04326316
62,0.04378947
63,0.04357895
64,0.04368421
65,0.04389474
66,0.04389474
67,0.04357895
68,0.04294737
69,0.04263158
70,0.04242105
71,0.04063158
72,0.04168421
73,0.04263158
74,0.04305263
75,0.04031579
76,0.04200000
77,0.04200000
78,0.04326316
79,0.04326316
80,0.04200000
81,0.04126316
82,0.04052632
83,0.04136842
84,0.04073684
85,0.04084211
86,0.04042105
87,0.04126316
88,0.04073684
89,0.04063158
90,0.03936842
91,0.04084211
92,0.04105263
93,0.04126316
94,0.04126316
95,0.04010526
96,0.04115789
97,0.04178947
98,0.04052632
99,0.04157895
100,0.04178947
101,0.04031579
102,0.04157895
103,0.04157895
104,0.04242105
105,0.04231579
106,0.04326316
107,0.04421053
108,0.04473684
109,0.04536842
110,0.04578947
111,0.04578947
112,0.04684211
113,0.04642105
114,0.04547368
115,0.04610526
116,0.04536842
117,0.04589474
118,0.04494737
119,0.04505263
120,0.04557895
121,0.04831579
122,0.04968421
123,0.05021053
124,0.05073684
125,0.05000000
126,0.05052632
127,0.05189474
128,0.05073684
129,0.05200000
130,0.05073684
131,0.05042105
132,0.05147368
133,0.05021053
134,0.05126316
135,0.05010526
136,0.04989474
137,0.04947368
138,0.05042105
139,0.05221053
140,0.05357895
141,0.05484211
142,0.05400000
143,0.05189474
144,0.05189474
145,0.05063158
146,0.05157895
147,0.05273684
148,0.05242105
149,0.05210526
150,0.05094737
151,0.04978947
152,0.04957895
153,0.04978947
154,0.04726316
155,0.04726316
156,0.04831579
157,0.05063158
158,0.05031579
159,0.04757895
160,0.04789474
161,0.04831579
162,0.04873684
163,0.05000000
164,0.04989474
165,0.05094737
166,0.05010526
167,0.05147368
168,0.04968421
169,0.04978947
170,0.05021053
171,0.05084211
172,0.05189474
173,0.05147368
174,0.05189474
175,0.05231579
176,0.05252632
177,0.05189474
178,0.05210526
179,0.05168421
180,0.05231579
181,0.05115789
182,0.05357895
183,0.05273684
184,0.05347368
185,0.05157895
186,0.05105263
187,0.05021053
188,0.05136842
189,0.05178947
190,0.04989474
191,0.04768421
192,0.04600000
193,0.04557895
194,0.04589474
195,0.04631579
196,0.04589474
197,0.04484211
198,0.04442105
199,0.04410526
200,0.04410526
201,0.04442105
202,0.04473684
203,0.04568421
204,0.04600000
205,0.04621053
206,0.04515789
207,0.04452632
208,0.04452632
209,0.04421053
210,0.04273684
211,0.04368421
212,0.04347368
213,0.04242105
214,0.04400000
215,0.04536842
216,0.04442105
217,0.04305263
218,0.04073684
219,0.04000000
220,0.03884211
221,0.03842105
222,0.03810526
223,0.03778947
224,0.03736842
225,0.03736842
226,0.03726316
227,0.03705263
228,0.03694737
229,0.03684211
230,0.03663158
231,0.03663158
232,0.03652632
233,0.03663158
234,0.03673684
235,0.03757895
236,0.03821053
237,0.03821053
238,0.03894737
239,0.03915789
240,0.03842105
241,0.03778947
242,0.03663158
243,0.03473684
244,0.03431579
245,0.03431579
246,0.03505263
247,0.03547368
248,0.03610526
249,0.03715789
250,0.03726316
251,0.03621053
252,0.03515789
253,0.03400000
254,0.03315789
255,0.03294737
256,0.03263158
257,0.03231579
258,0.03210526
259,0.03200000
260,0.03200000
261,0.03200000
262,0.03210526
263,0.03210526
264,0.03200000
265,0.03252632
266,0.03273684
267,0.03273684
268,0.03252632
269,0.03157895
270,0.03168421
271,0.03147368
272,0.03052632
273,0.03031579
274,0.02978947
275,0.02968421
276,0.02968421
277,0.02968421
278,0.02968421
279,0.02968421
280,0.02947368
281,0.02947368
282,0.02957895
283,0.02978947
284,0.02978947
285,0.02978947
286,0.02957895
287,0.02926316
288,0.02905263
289,0.02915789
290,0.02978947
291,0.02915789
292,0.02789474
293,0.02768421
294,0.02747368
295,0.02747368
296,0.02747368
297,0.02747368
298,0.02747368
299,0.02747368
300,0.02747368
301,0.02747368
302,0.02747368
303,0.02747368
304,0.02747368
305,0.02747368
306,0.02747368
307,0.02747368
308,0.02747368
309,0.02747368
310,0.02747368
311,0.02747368
312,0.02747368
313,0.02747368
314,0.02747368
315,0.02715789
316,0.02715789
317,0.02778947
318,0.02831579
319,0.02915789
320,0.02884211
321,0.02894737
322,0.02894737
323,0.02873684
324,0.02747368
325,0.02726316
326,0.02694737
327,0.02663158
328,0.02642105
329,0.02600000
330,0.02589474
331,0.02589474
332,0.02589474
333,0.02589474
334,0.02589474
335,0.02589474
336,0.02589474
337,0.02589474
338,0.02589474
339,0.02589474
340,0.02589474
