method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,topology,maze_loop_density,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,0,0,,,,1,0.0,0.321153,2979.0,68.642105,,original,5.0,0.05,6,,418,370,random,0.0,,0.64625,0.0,0.897431,400,1.0,36.781359,,0.013185,0.493404,0.0,0.0,0.0,,50.439577
Richness-Angular,comm_limited,2,2000,,,,1,0.0,0.366125,3411.0,64.094737,,original,5.0,0.05,6,,920,799,random,0.0,,0.723854,0.0,0.889669,425,0.985368,36.816747,,0.018895,0.533871,0.012842,0.0,0.0,,52.449823
Richness-Angular,comm_limited,1,1000,,,,1,0.0,0.326567,3031.0,68.094737,,original,5.0,0.05,6,,942,771,random,0.0,,0.664792,0.0,0.828271,850,0.997368,37.994773,,0.016174,0.511999,0.000632,0.0,0.0,,52.589543
Richness-Angular,comm_limited,3,3000,,,,1,0.0,0.353633,3291.0,65.357895,,original,5.0,0.05,6,,1101,755,random,0.0,,0.740729,0.0,0.841234,875,0.984632,35.721543,,0.021248,0.531769,0.006737,0.0,0.0,,53.981497
Richness-Angular,comm_limited,4,4000,,,,1,0.0,0.333854,3101.0,67.357895,,original,5.0,0.05,6,,519,428,random,0.0,,0.685833,0.0,0.885276,425,0.998947,38.843273,,0.015539,0.513869,0.0,0.0,0.0,,51.40201
Richness-Angular,comm_limited,6,6000,,,,1,0.0,0.286175,2643.0,72.178947,,original,5.0,0.05,6,,802,571,random,0.0,,0.748437,0.0,0.891589,375,0.999579,39.68853,,0.013757,0.552978,0.0,0.0,0.0,,54.80556
Richness-Angular,comm_limited,5,5000,,,,1,0.0,0.370185,3226.760468,63.684211,,original,5.0,0.05,6,,1150,884,random,0.0,,0.730833,0.0,0.790286,1575,0.950105,35.125197,,0.023767,0.525909,0.042526,0.0,0.0,,56.627836
Richness-Angular,comm_limited,7,7000,,,,1,0.0,0.263377,2424.0,74.484211,,original,5.0,0.05,6,,925,696,random,0.0,,0.684896,0.0,0.903419,275,0.993895,39.256566,,0.016963,0.507728,0.004316,0.0,0.0,,55.666018
Richness-Angular,comm_limited,8,8000,,,,1,0.0,0.25432,2337.0,75.4,,original,5.0,0.05,6,,779,573,random,0.0,,0.726562,0.0,0.90316,350,1.0,40.520122,,0.012402,0.529572,0.0,0.0,0.0,,55.334912
Richness-Angular,comm_limited,10,10000,,,,1,0.0,0.371018,3458.0,63.6,,original,5.0,0.05,6,,690,587,random,0.0,,0.709063,0.0,0.898524,400,0.999263,38.669007,,0.015554,0.526389,0.000105,0.0,0.0,,54.018111
Richness-Angular,comm_limited,9,9000,,,,1,0.0,0.365501,2629.497439,64.157895,,original,5.0,0.05,6,,959,726,random,0.0,,0.707604,0.0,0.899245,350,0.994737,36.259997,,0.018681,0.515744,0.000526,0.0,0.0,,56.062549
Richness-Angular,comm_limited,11,11000,,,,1,0.0,0.302623,2801.0,70.515789,,original,5.0,0.05,6,,1300,876,random,0.0,,0.761563,0.0,0.915876,300,0.996526,40.055582,,0.02027,0.544741,0.001684,0.0,0.0,,60.238495
Richness-Angular,comm_limited,12,12000,,,,1,0.0,0.359255,2776.129612,64.789474,,original,5.0,0.05,6,,620,520,random,0.0,,0.702708,0.0,0.894072,350,0.994316,37.496753,,0.016646,0.501874,0.003368,0.0,0.0,,54.260258
Richness-Angular,comm_limited,13,13000,,,,1,0.0,0.344576,3204.0,66.273684,,original,5.0,0.05,6,,668,569,random,0.0,,0.684479,0.0,0.885572,350,0.984526,37.710612,,0.015861,0.515064,0.01,0.0,0.0,,55.378124
Richness-Angular,comm_limited,14,14000,,,,1,0.0,0.315636,2926.0,69.2,,original,5.0,0.05,6,,713,557,random,0.0,,0.626979,0.0,0.900595,350,0.992316,36.955855,,0.015331,0.487996,0.004421,0.0,0.0,,55.357831
Richness-Angular,comm_limited,15,15000,,,,1,0.0,0.28732,2654.0,72.063158,,original,5.0,0.05,6,,1119,806,random,0.0,,0.693854,0.0,0.905024,325,0.999474,39.641316,,0.015384,0.525466,0.0,0.0,0.0,,57.420582
Richness-Angular,comm_limited,16,16000,,,,1,0.0,0.398605,3104.058788,60.810526,,original,5.0,0.05,6,,1455,915,random,0.0,,0.624583,0.0,0.865627,675,0.993263,33.690168,,0.018645,0.475836,0.002,0.0,0.0,,58.595154
Richness-Angular,comm_limited,18,18000,,,,1,0.0,0.337497,3136.0,66.989474,,original,5.0,0.05,6,,947,652,random,0.0,,0.696562,0.0,0.872266,400,0.997368,37.383987,,0.019153,0.522506,0.000842,0.0,0.0,,53.5901
