step,ambiguous_frac
0,0.00000000
1,0.06747368
2,0.06042105
3,0.04294737
4,0.04042105
5,0.03989474
6,0.04052632
7,0.03989474
8,0.03926316
9,0.03873684
10,0.03842105
11,0.03821053
12,0.03663158
13,0.03610526
14,0.03473684
15,0.03431579
16,0.03294737
17,0.03231579
18,0.03157895
19,0.03221053
20,0.03284211
21,0.03315789
22,0.03326316
23,0.03242105
24,0.03431579
25,0.03410526
26,0.03526316
27,0.03568421
28,0.03673684
29,0.03631579
30,0.03515789
31,0.03357895
32,0.03421053
33,0.03421053
34,0.03431579
35,0.03463158
36,0.03410526
37,0.03484211
38,0.03452632
39,0.03568421
40,0.03431579
41,0.03378947
42,0.03284211
43,0.03242105
44,0.03252632
45,0.03210526
46,0.03252632
47,0.03242105
48,0.03294737
49,0.03168421
50,0.03136842
51,0.02989474
52,0.02957895
53,0.02968421
54,0.02884211
55,0.02873684
56,0.02810526
57,0.02747368
58,0.02810526
59,0.02821053
60,0.02884211
61,0.02894737
62,0.02894737
63,0.02842105
64,0.02894737
65,0.02936842
66,0.02884211
67,0.02800000
68,0.02715789
69,0.02642105
70,0.02663158
71,0.02673684
72,0.02705263
73,0.02789474
74,0.02842105
75,0.02873684
76,0.02926316
77,0.02884211
78,0.02947368
79,0.02915789
80,0.02821053
81,0.02726316
82,0.02610526
83,0.02578947
84,0.02578947
85,0.02621053
86,0.02610526
87,0.02589474
88,0.02536842
89,0.02578947
90,0.02526316
91,0.02568421
92,0.02726316
93,0.02852632
94,0.02989474
95,0.02978947
96,0.02989474
97,0.02989474
98,0.02978947
99,0.02884211
100,0.02757895
101,0.02621053
102,0.02568421
103,0.02589474
104,0.02568421
105,0.02621053
106,0.02610526
107,0.02557895
108,0.02568421
109,0.02557895
110,0.02547368
111,0.02463158
112,0.02147368
113,0.02200000
114,0.02189474
115,0.02273684
116,0.02368421
117,0.02431579
118,0.02421053
119,0.02336842
120,0.02252632
121,0.02189474
122,0.02189474
123,0.02200000
124,0.02242105
125,0.02242105
126,0.02242105
127,0.02231579
128,0.02231579
129,0.02210526
130,0.02284211
131,0.02336842
132,0.02389474
133,0.02400000
134,0.02421053
135,0.02442105
136,0.02431579
137,0.02431579
138,0.02431579
139,0.02357895
140,0.02273684
141,0.02200000
142,0.02189474
143,0.02147368
144,0.02126316
145,0.02115789
146,0.02105263
147,0.02105263
148,0.02105263
149,0.02052632
150,0.02115789
151,0.02126316
152,0.02147368
153,0.02136842
154,0.02063158
155,0.02063158
156,0.02094737
157,0.02105263
158,0.02084211
159,0.02042105
160,0.02042105
161,0.02052632
162,0.02031579
163,0.01926316
164,0.01863158
165,0.01831579
166,0.01821053
167,0.01789474
168,0.01778947
169,0.01768421
170,0.01768421
171,0.01768421
172,0.01768421
173,0.01768421
174,0.01768421
175,0.01757895
176,0.01757895
177,0.01768421
178,0.01768421
179,0.01705263
180,0.01642105
181,0.01631579
182,0.01621053
183,0.01621053
184,0.01631579
185,0.01652632
186,0.01652632
187,0.01642105
188,0.01631579
189,0.01663158
190,0.01757895
191,0.01821053
192,0.01831579
193,0.01852632
194,0.01968421
195,0.02042105
196,0.02073684
197,0.01915789
198,0.01726316
199,0.01768421
200,0.01768421
201,0.01768421
202,0.01747368
203,0.01726316
204,0.01726316
205,0.01715789
206,0.01652632
207,0.01610526
208,0.01568421
209,0.01610526
210,0.01621053
211,0.01631579
212,0.01600000
213,0.01621053
214,0.01642105
215,0.01610526
216,0.01663158
217,0.01726316
218,0.01778947
219,0.01705263
220,0.01557895
221,0.01505263
222,0.01494737
223,0.01473684
224,0.01410526
225,0.01305263
226,0.01273684
227,0.01252632
228,0.01305263
229,0.01357895
230,0.01400000
231,0.01389474
232,0.01400000
233,0.01400000
234,0.01421053
235,0.01410526
236,0.01421053
237,0.01421053
238,0.01410526
239,0.01378947
240,0.01368421
241,0.01378947
242,0.01368421
243,0.01431579
244,0.01431579
245,0.01494737
246,0.01484211
247,0.01505263
248,0.01536842
249,0.01547368
250,0.01557895
251,0.01526316
252,0.01526316
253,0.01526316
254,0.01515789
255,0.01505263
256,0.01473684
257,0.01547368
258,0.01547368
259,0.01568421
260,0.01589474
261,0.01578947
262,0.01568421
263,0.01557895
264,0.01578947
265,0.01494737
266,0.01336842
267,0.01336842
268,0.01326316
269,0.01347368
270,0.01368421
271,0.01357895
272,0.01347368
273,0.01336842
274,0.01336842
275,0.01315789
276,0.01315789
277,0.01410526
278,0.01442105
279,0.01557895
280,0.01536842
281,0.01547368
282,0.01557895
283,0.01515789
284,0.01505263
285,0.01484211
286,0.01547368
287,0.01547368
288,0.01515789
289,0.01421053
290,0.01294737
291,0.01210526
292,0.01200000
293,0.01178947
294,0.01178947
295,0.01126316
296,0.01084211
297,0.01031579
298,0.01021053
299,0.01010526
300,0.01073684
301,0.01157895
302,0.01221053
303,0.01221053
304,0.01210526
305,0.01210526
306,0.01200000
307,0.01221053
308,0.01252632
309,0.01221053
310,0.01252632
311,0.01242105
312,0.01242105
313,0.01231579
314,0.01115789
315,0.01000000
316,0.01000000
317,0.01000000
318,0.01000000
319,0.01000000
320,0.01000000
321,0.01000000
322,0.01000000
323,0.01000000
324,0.01000000
325,0.01000000
326,0.01000000
327,0.01000000
328,0.01000000
329,0.01000000
330,0.01000000
331,0.01000000
332,0.01000000
333,0.01000000
334,0.01000000
335,0.01000000
336,0.01063158
337,0.01126316
338,0.01157895
339,0.01168421
340,0.01178947
